object_id,site,locus,basket,n_readings,sides,ungroupable,Rb_ppm,Zr_ppm,Nb_ppm,Fe_ppm,Ti_ppm,Mn_ppm,Rb_Zr,Rb_Nb,Zr_Nb,worst_disagreement_fold,agree_score,cover_score,dirt_score,bal_score,n_score,notes,quality,quality_band
motza | 5047 | 50597b,motza,5047,50597b,2,dorsal+ventral,False,80.0,60.0,20.0,5505.0,370.0,145.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 5048 | 50546,motza,5048,50546,2,dorsal+ventral,False,90.0,65.0,20.0,6090.0,425.0,120.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 5048 | 50565,motza,5048,50565,2,dorsal+ventral,False,80.0,65.0,20.0,6110.0,555.0,170.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.3,0.9,1.0,,0.88,high
motza | 5048 | 50565a,motza,5048,50565a,2,dorsal+ventral,False,95.0,70.0,20.0,8190.0,660.0,155.0,1.3571428571428572,4.75,3.5,1.1111111111111112,1.0,0.3,0.5,0.9,1.0,,0.735,medium
motza | 5048 | 50565b,motza,5048,50565b,2,dorsal+ventral,False,90.0,65.0,20.0,6565.0,465.0,,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | 5049 | 50512,motza,5049,50512,2,dorsal+ventral,False,90.0,65.0,20.0,6830.0,605.0,190.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 5052 | 50200,motza,5052,50200,2,dorsal+ventral,False,100.0,70.0,30.0,7630.0,520.0,240.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.6,0.5,0.4,1.0,,0.735,medium
motza | 5052 | 50600,motza,5052,50600,4,dorsal+ventral,False,85.0,65.0,20.0,6185.0,440.0,165.0,1.3333333333333333,4.0,3.0,1.5,0.7,0.45,0.5,0.8,1.0,,0.6525,medium
motza | 5052 | 50600a,motza,5052,50600a,2,dorsal+ventral,False,90.0,65.0,20.0,7070.0,555.0,140.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.3,0.5,0.8,1.0,,0.72,medium
motza | 5052 | 50600b,motza,5052,50600b,2,dorsal+ventral,False,90.0,75.0,20.0,6655.0,470.0,230.0,1.2142857142857144,4.5,3.75,1.25,1.0,0.6,0.5,0.9,1.0,,0.8099999999999999,high
motza | 5052 | 50632a,motza,5052,50632a,2,dorsal+ventral,False,110.0,75.0,30.0,9330.0,750.0,290.0,1.4732142857142856,3.6666666666666665,2.5,1.1428571428571428,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 5052 | 50632b,motza,5052,50632b,2,dorsal+ventral,False,90.0,60.0,20.0,6345.0,470.0,120.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 5052 | 50662,motza,5052,50662,4,dorsal+ventral,False,90.0,65.0,20.0,6660.0,475.0,140.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.45,0.5,0.8,1.0,,0.7575,high
motza | 5052 | 50662a,motza,5052,50662a,2,dorsal+ventral,False,100.0,70.0,20.0,7095.0,480.0,200.0,1.4285714285714286,5.0,3.5,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 5052 | 50662b,motza,5052,50662b,3,dorsal+ventral,False,120.0,190.0,30.0,9520.0,610.0,400.0,0.6315789473684211,4.0,6.333333333333333,1.7272727272727273,0.3,0.3,0.5,0.6666666666666666,1.0,"SUSPICIOUS: readings disagree 1.73x, all plausible",0.45499999999999996,low
motza | 5052 | 50662c,motza,5052,50662c,2,dorsal+ventral,False,100.0,70.0,30.0,7315.0,460.0,235.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 5052 | 50667,motza,5052,50667,2,dorsal+ventral,False,90.0,60.0,20.0,6150.0,440.0,175.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 5053 | 50521a,motza,5053,50521a,5,dorsal+ventral,False,110.0,80.0,30.0,9970.0,410.0,220.0,1.375,3.6666666666666665,2.6666666666666665,1.1428571428571428,1.0,0.6,0.38,0.64,1.0,,0.7529999999999999,high
motza | 5053 | 50521b,motza,5053,50521b,4,dorsal+ventral,False,100.0,70.0,30.0,7415.0,490.0,230.0,1.4285714285714286,3.3333333333333335,2.5,1.1428571428571428,1.0,0.8999999999999999,0.4,0.7,1.0,,0.84,high
motza | 5053 | 50542,motza,5053,50542,2,dorsal+ventral,False,80.0,70.0,20.0,11220.0,1670.0,,1.1428571428571428,4.0,3.5,1.0,1.0,0.6,0.3,0.6000000000000001,1.0,,0.735,medium
motza | 5053 | 50593,motza,5053,50593,4,dorsal+ventral,False,90.0,65.0,20.0,6780.0,575.0,135.0,1.3095238095238093,4.5,3.25,1.1666666666666667,1.0,0.8,0.5,0.8999999999999999,1.0,,0.86,high
motza | 5054 | 40629,motza,5054,40629,2,dorsal+ventral,False,95.0,70.0,20.0,6985.0,455.0,160.0,1.3571428571428572,4.75,3.5,1.1111111111111112,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 5054 | 50519,motza,5054,50519,2,dorsal+ventral,False,90.0,70.0,20.0,6980.0,429.99999999999994,140.0,1.2857142857142856,4.5,3.5,1.0,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | 5059 | 50604,motza,5059,50604,2,dorsal+ventral,False,95.0,70.0,25.0,9205.0,775.0,210.0,1.3571428571428572,3.916666666666667,2.916666666666667,1.1111111111111112,1.0,0.3,0.5,1.0,1.0,,0.75,high
motza | 5059 | 50604a,motza,5059,50604a,2,dorsal+ventral,False,90.0,75.0,20.0,11750.0,1600.0,245.0,1.2053571428571428,4.5,3.75,1.1428571428571428,1.0,0.1,0.3,1.0,1.0,,0.6699999999999999,medium
motza | 5059 | 50604b,motza,5059,50604b,2,dorsal+ventral,False,100.0,75.0,30.0,9975.0,1180.0,240.0,1.3392857142857144,3.3333333333333335,2.5,1.1428571428571428,1.0,0.8,0.3,1.0,1.0,,0.8450000000000001,high
motza | 5059 | 50604c,motza,5059,50604c,2,dorsal+ventral,False,90.0,65.0,20.0,7030.0,620.0,145.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.3,1.0,1.0,,0.895,high
motza | 5059 | 50681,motza,5059,50681,2,dorsal+ventral,False,90.0,60.0,20.0,7065.0,715.0,175.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 5062 | 50658a,motza,5062,50658a,2,dorsal+ventral,False,80.0,60.0,20.0,5805.0,495.0,130.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.5,0.6000000000000001,1.0,,0.7649999999999999,high
motza | 5062 | 50658b,motza,5062,50658b,2,dorsal+ventral,False,80.0,60.0,20.0,6135.0,500.0,340.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 5062 | 50728,motza,5062,50728,4,dorsal+ventral,False,90.0,60.0,25.0,6650.0,425.0,160.0,1.5,3.666666666666667,2.5,1.25,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 5063 | 50643a,motza,5063,50643a,2,dorsal+ventral,False,85.0,65.0,20.0,6180.0,420.0,125.0,1.3095238095238093,4.25,3.25,1.1666666666666667,1.0,0.8,0.5,0.6000000000000001,1.0,,0.815,high
motza | 5063 | 50643b,motza,5063,50643b,2,dorsal+ventral,False,80.0,60.0,20.0,5885.0,475.0,185.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | 5063 | 50712,motza,5063,50712,2,dorsal+ventral,False,90.0,65.0,20.0,5980.0,390.0,135.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,1.0,0.5,0.9,1.0,,0.9099999999999999,high
motza | 5064 | 50655,motza,5064,50655,2,dorsal+ventral,False,85.0,60.0,20.0,8060.0,885.0,,1.4166666666666665,4.25,3.0,1.125,1.0,1.0,0.3,0.9,1.0,,0.88,high
motza | 5064 | 50680,motza,5064,50680,2,dorsal+ventral,False,85.0,60.0,20.0,6975.0,640.0,150.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.8,0.4,0.8,1.0,,0.8300000000000001,high
motza | 5064 | 50721,motza,5064,50721,2,dorsal+ventral,False,110.0,70.0,30.0,10945.0,1145.0,275.0,1.5714285714285714,3.6666666666666665,2.3333333333333335,1.0,1.0,0.6,0.3,1.0,1.0,,0.795,high
motza | 5064 | 50721a,motza,5064,50721a,4,dorsal+ventral,False,80.0,60.0,20.0,5870.0,385.0,120.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.8,0.5,0.8,1.0,,0.845,high
motza | 5064 | 50721b,motza,5064,50721b,4,dorsal+ventral,False,80.0,65.0,20.0,6635.0,610.0,130.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.3,0.6,1.0,,0.835,high
motza | 5065 | 50664BS,motza,5065,50664BS,2,dorsal+ventral,False,100.0,70.0,30.0,7810.0,550.0,225.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.3,0.5,0.4,1.0,,0.66,medium
motza | 5065 | 50670BS,motza,5065,50670BS,2,dorsal+ventral,False,80.0,60.0,20.0,7200.0,735.0,210.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.6,0.3,0.8,1.0,,0.765,high
motza | 5065 | 50722,motza,5065,50722,4,dorsal+ventral,False,95.0,70.0,25.0,7160.0,450.0,205.0,1.380952380952381,3.666666666666667,2.666666666666667,1.25,1.0,0.7000000000000001,0.5,0.8500000000000001,1.0,,0.8275,high
motza | 5065 | 50750,motza,5065,50750,2,dorsal+ventral,False,85.0,60.0,20.0,6820.0,625.0,,1.4166666666666665,4.25,3.0,1.125,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 5066 | 50646,motza,5066,50646,5,dorsal+ventral,False,80.0,70.0,20.0,6190.0,490.0,160.0,1.2857142857142856,4.0,3.5,1.5,0.7,0.8400000000000001,0.42000000000000004,0.96,1.0,,0.762,high
motza | 5066 | 50706,motza,5066,50706,2,dorsal+ventral,False,90.0,60.0,20.0,6315.0,410.0,130.0,1.4999999999999998,4.5,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | 5066 | 50722,motza,5066,50722,2,dorsal+ventral,False,80.0,65.0,20.0,5670.0,365.0,235.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.3,1.0,1.0,,0.895,high
motza | 5068 | 50778,motza,5068,50778,2,dorsal+ventral,False,100.0,80.0,25.0,7590.0,555.0,185.0,1.2698412698412698,4.166666666666667,3.25,1.2857142857142858,1.0,0.6,0.5,0.4,1.0,,0.735,medium
motza | 5069 | 50754,motza,5069,50754,2,dorsal+ventral,False,90.0,65.0,25.0,6925.0,540.0,230.0,1.380952380952381,3.666666666666667,2.666666666666667,1.25,1.0,1.0,0.4,0.9,1.0,,0.8949999999999999,high
motza | 511 | 50053,motza,511,50053,2,dorsal+ventral,False,80.0,60.0,20.0,5820.0,410.0,130.0,1.3333333333333333,4.0,3.0,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | ? | 40208,motza,?,40208,2,dorsal+ventral,False,85.0,60.0,20.0,7445.0,765.0,145.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.8,0.4,0.8,1.0,,0.8300000000000001,high
motza | ? | 40274a,motza,?,40274a,2,dorsal+ventral,False,120.0,80.0,30.0,10740.0,1840.0,350.0,1.5,4.0,2.6666666666666665,1.0,1.0,0.1,0.5,0.8,1.0,,0.67,medium
motza | ? | 40274b,motza,?,40274b,2,dorsal+ventral,False,95.0,70.0,20.0,7365.0,605.0,220.0,1.3571428571428572,4.75,3.5,1.1111111111111112,1.0,0.6,0.3,0.9,1.0,,0.78,high
motza | A1 | A1,motza,A1,A1,2,dorsal+ventral,False,120.0,70.0,30.0,10500.0,865.0,405.0,1.7142857142857142,4.0,2.3333333333333335,1.0,1.0,0.6,0.5,0.8,1.0,,0.7949999999999999,high
motza | A2a | A2a,motza,A2a,A2a,1,dorsal,False,90.0,70.0,20.0,9240.0,1050.0,130.0,1.2857142857142856,4.5,3.5,1.0,0.5,0.6,0.3,0.8,0.5,,0.5399999999999999,low
motza | A2b | A2b,motza,A2b,A2b,2,dorsal+ventral,False,105.0,65.0,25.0,11425.0,1330.0,215.0,1.619047619047619,4.333333333333333,2.666666666666667,1.1666666666666667,1.0,0.3,0.4,1.0,1.0,,0.735,medium
motza | A2c | A2c,motza,A2c,A2c,2,dorsal+ventral,False,95.0,85.0,25.0,8645.0,515.0,390.0,1.1214285714285714,3.833333333333333,3.416666666666667,1.4285714285714286,0.7,0.1,0.5,0.7,1.0,,0.5499999999999999,low
motza | A2d | A2d,motza,A2d,A2d,2,dorsal+ventral,False,95.0,65.0,25.0,7295.0,475.0,160.0,1.4642857142857142,3.916666666666667,2.666666666666667,1.1666666666666667,1.0,0.6,0.5,1.0,1.0,,0.825,high
motza | A2e | A2e,motza,A2e,A2e,2,dorsal+ventral,False,90.0,60.0,20.0,6335.0,455.0,,1.4999999999999998,4.5,3.0,1.0,1.0,0.6,0.5,0.9,1.0,,0.8099999999999999,high
motza | UNGROUPED-reading-1489,motza,(missing),(missing),1,(not recorded),True,90.0,70.0,30.0,10340.0,480.0,,1.2857142857142856,2.9999999999999996,2.3333333333333335,1.0,0.5,0.5,0.5,0.4,0.5,,0.485,low
motza | blade1 | blade1a,motza,blade1,blade1a,2,dorsal+ventral,False,80.0,60.0,20.0,6155.0,440.0,165.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.8,0.5,0.4,1.0,,0.785,high
motza | blade1 | blade1b,motza,blade1,blade1b,2,dorsal+ventral,False,80.0,65.0,20.0,5895.0,395.0,225.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,1.0,0.5,1.0,1.0,,0.9249999999999999,high
motza | blade2 | blade2,motza,blade2,blade2,2,dorsal+ventral,False,90.0,70.0,20.0,6355.0,440.0,140.0,1.2857142857142856,4.5,3.5,1.0,1.0,1.0,0.5,0.8,1.0,,0.8949999999999999,high
motza | blade3 | blade3,motza,blade3,blade3,2,dorsal+ventral,False,95.0,70.0,20.0,7615.0,560.0,205.0,1.3571428571428572,4.75,3.5,1.1111111111111112,1.0,0.3,0.5,1.0,1.0,,0.75,high
motza | k17a | 50024,motza,k17a,50024,2,dorsal+ventral,False,80.0,65.0,20.0,5745.0,405.0,110.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,0.8,0.5,0.4,1.0,,0.785,high
yiftahel | 1215 | 10634,yiftahel,1215,10634,2,dorsal+ventral,False,95.0,90.0,25.0,6540.0,390.0,135.0,1.1233766233766234,4.0,3.583333333333333,1.5714285714285714,0.7,0.5,0.5,0.4,1.0,,0.605,medium
yiftahel | 1233 | 10671,yiftahel,1233,10671,2,dorsal+ventral,False,100.0,1005.0,65.0,22560.0,910.0,260.0,0.09952465834818777,1.5476190476190477,15.535714285714285,1.0303030303030303,1.0,0.5,0.5,0.6000000000000001,1.0,,0.7399999999999999,medium
yiftahel | 2192 | 20846,yiftahel,2192,20846,2,dorsal+ventral,False,85.0,60.0,20.0,7065.0,735.0,140.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 2207 | 20917,yiftahel,2207,20917,2,dorsal+ventral,False,80.0,65.0,20.0,6255.0,520.0,165.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 2219 | 20895,yiftahel,2219,20895,3,dorsal+ventral,False,90.0,60.0,20.0,5910.0,420.0,270.0,1.4999999999999998,4.5,3.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 2614 | 25418,yiftahel,2614,25418,2,dorsal+ventral,False,85.0,60.0,20.0,6295.0,510.0,175.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 2631 | 25464,yiftahel,2631,25464,2,dorsal+ventral,False,85.0,60.0,20.0,6740.0,615.0,175.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 2663 | 25614,yiftahel,2663,25614,2,dorsal+ventral,False,80.0,60.0,20.0,5290.0,290.0,175.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 3004 | 30013,yiftahel,3004,30013,2,dorsal+ventral,False,85.0,60.0,20.0,5650.0,330.0,250.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.5,0.5,0.8,1.0,,0.7699999999999999,high
yiftahel | 3006 | 30072,yiftahel,3006,30072,2,dorsal+ventral,False,100.0,70.0,25.0,7090.0,420.0,190.0,1.4285714285714286,4.166666666666667,2.916666666666667,1.0,1.0,0.5,0.5,0.4,1.0,,0.7099999999999999,medium
yiftahel | 3006 | 30088,yiftahel,3006,30088,2,dorsal+ventral,False,90.0,70.0,20.0,6125.0,410.0,145.0,1.3125,4.5,3.5,1.3333333333333333,0.7,0.5,0.5,0.8,1.0,,0.6649999999999999,medium
yiftahel | 3011 | 30030/H,yiftahel,3011,30030/H,1,ventral,False,80.0,60.0,20.0,5810.0,400.0,230.0,1.3333333333333333,4.0,3.0,1.0,0.5,0.5,0.5,1.0,0.5,,0.5750000000000001,medium
yiftahel | 3012 | 30030/H,yiftahel,3012,30030/H,1,dorsal,False,80.0,70.0,20.0,8870.0,1310.0,140.0,1.1428571428571428,4.0,3.5,1.0,0.5,0.5,0.5,1.0,0.5,,0.5750000000000001,medium
yiftahel | 3013 | 30030/H,yiftahel,3013,30030/H,1,ventral,False,80.0,60.0,20.0,5930.0,370.0,220.0,1.3333333333333333,4.0,3.0,1.0,0.5,0.5,0.5,1.0,0.5,,0.5750000000000001,medium
yiftahel | 3024 | 30195,yiftahel,3024,30195,2,dorsal+ventral,False,80.0,65.0,20.0,5640.0,325.0,130.0,1.2380952380952381,4.0,3.25,1.1666666666666667,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 3035 | 30131,yiftahel,3035,30131,2,dorsal+ventral,False,95.0,60.0,20.0,6150.0,365.0,190.0,1.5833333333333333,4.75,3.0,1.1111111111111112,1.0,0.5,0.5,0.8,1.0,,0.7699999999999999,high
yiftahel | 3041 | 30288,yiftahel,3041,30288,2,dorsal+ventral,False,85.0,60.0,20.0,5820.0,370.0,100.0,1.4166666666666665,4.25,3.0,1.125,1.0,0.5,0.5,0.9,1.0,,0.7849999999999999,high
yiftahel | 3064 | 30259,yiftahel,3064,30259,2,dorsal+ventral,False,90.0,65.0,20.0,5820.0,335.0,140.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.5,0.5,0.8,1.0,,0.7699999999999999,high
yiftahel | 4029 | 40096,yiftahel,4029,40096,2,ventral,False,80.0,60.0,20.0,5640.0,450.0,200.0,1.3333333333333333,4.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,,0.7999999999999999,high
yiftahel | 4060 | 40198,yiftahel,4060,40198,2,dorsal+ventral,False,90.0,65.0,20.0,5745.0,325.0,120.0,1.3928571428571428,4.5,3.25,1.1666666666666667,1.0,0.5,0.5,0.8,1.0,,0.7699999999999999,high
yiftahel | 5076 | 50155,yiftahel,5076,50155,3,dorsal+ventral,False,90.0,60.0,20.0,5930.0,340.0,200.0,1.4999999999999998,4.5,3.0,1.125,1.0,0.5,0.5,0.8666666666666667,1.0,,0.7799999999999999,high
yiftahel | 5237 | 50420,yiftahel,5237,50420,2,dorsal+ventral,False,100.0,80.0,20.0,7305.0,485.0,195.0,1.25,5.0,4.0,1.0,1.0,0.5,0.5,0.4,1.0,,0.7099999999999999,medium
yiftahel | 5520 | 55024,yiftahel,5520,55024,2,dorsal+ventral,False,100.0,70.0,30.0,6944.999999999999,410.0,185.0,1.4285714285714286,3.3333333333333335,2.3333333333333335,1.0,1.0,0.5,0.5,0.4,1.0,,0.7099999999999999,medium
yiftahel | 5542 | 55138,yiftahel,5542,55138,3,dorsal+ventral,False,90.0,60.0,20.0,6500.0,460.0,165.0,1.4999999999999998,4.5,3.0,1.3333333333333333,0.7,0.5,0.5,0.8666666666666667,1.0,,0.6749999999999999,medium
yiftahel | UNGROUPED-reading-1703,yiftahel,Modern,(missing),1,dorsal,True,70.0,640.0,50.0,19540.0,670.0,580.0,0.109375,1.4,12.8,1.0,0.5,0.5,0.5,1.0,0.5,,0.5750000000000001,medium
yiftahel | UNGROUPED-reading-1726,yiftahel,33,(missing),1,ventral,True,90.0,60.0,20.0,6200.0,350.00000000000006,190.0,1.4999999999999998,4.5,3.0,1.0,0.5,0.5,0.5,0.4,0.5,,0.485,low
yiftahel | UNGROUPED-reading-1727,yiftahel,33,(missing),1,dorsal,True,90.0,60.0,20.0,6240.0,340.0,200.0,1.4999999999999998,4.5,3.0,1.0,0.5,0.5,0.5,0.4,0.5,,0.485,low
yiftahel | UNGROUPED-reading-1765,yiftahel,(missing),(missing),1,(not recorded),True,80.0,60.0,20.0,5380.0,300.0,100.0,1.3333333333333333,4.0,3.0,1.0,0.5,0.5,0.5,1.0,0.5,,0.5750000000000001,medium
