sample_id,source,source_raw,site,paper,year,method,method_tier,units,is_source_reference,notes,verification_flag,Rb,Sr,Zr,Nb,Y,Ba,Ti,Th,U,Fe,Mn,Zn,Pb,Ga,source_file
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,162.0,93.5,147.0,21.3,20.3,564.0,,26.4,7.14,,,,26.9,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,167.0,95.8,149.0,21.6,20.5,582.0,,26.5,7.2,,,,27.7,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,155.0,90.5,140.0,20.3,19.4,556.0,,26.5,7.2,,,,28.4,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,161.0,92.6,143.0,20.5,19.9,565.0,,25.9,7.2,,,,27.9,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,155.0,90.2,139.0,19.8,19.4,555.0,,26.2,7.18,,,,27.9,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,160.0,91.5,141.0,20.3,19.7,558.0,,25.8,7.17,,,,27.8,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,158.0,91.3,141.0,20.2,19.7,553.0,,25.8,7.11,,,,27.8,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,156.0,90.3,139.0,19.8,19.4,553.0,,25.9,7.12,,,,27.4,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,168.0,97.0,149.0,21.6,20.6,586.0,,25.9,7.38,,,,28.1,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,166.0,95.7,147.0,21.0,20.5,579.0,,25.9,7.36,,,,28.1,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,176.0,99.9,150.0,21.8,20.8,590.0,,25.8,7.16,,,,27.0,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,162.0,94.4,147.0,20.6,20.3,568.0,,24.9,6.97,,,,27.2,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,162.0,94.5,145.0,20.6,20.3,560.0,,25.3,7.06,,,,27.2,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,164.0,96.0,147.0,21.0,20.3,570.0,,25.2,7.1,,,,27.5,,carter_2006.csv
,ND,Nenezi Dag,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,170.0,99.7,152.0,21.5,21.1,579.0,,24.9,6.92,,,,27.2,,carter_2006.csv
,AciGolWest,Acıgol West,,Carter et al. 2006,2006.0,ICP-MS/ICP-AES,1.0,mixed (oxide wt% + ppm),True,"ICP-AES for major oxides, ICP-MS for trace elements; Gollu Dag East + Nenezi Dag + Acıgol West",False,167.0,1.47,47.1,20.9,19.9,2.96,,13.5,6.09,,,,27.6,,carter_2006.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,230.0,46.0,329.0,22.0,29.0,536.0,1271.0,26.0,,14594.0,371.0,97.0,40.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,233.0,50.0,332.0,22.0,34.0,460.0,1432.0,30.0,,14925.0,366.0,66.0,40.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,238.0,53.0,641.0,18.0,32.0,500.0,1454.0,33.0,,15992.0,383.0,71.0,41.0,25.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,48.0,324.0,18.0,39.0,460.0,1391.0,22.0,,14997.0,375.0,105.0,35.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,51.0,335.0,17.0,29.0,470.0,1306.0,31.0,,15212.0,404.0,75.0,42.0,25.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,248.0,52.0,340.0,20.0,32.0,457.0,1442.0,39.0,,16164.0,360.0,69.0,44.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,248.0,52.0,339.0,17.0,33.0,488.0,1389.0,28.0,,16666.0,396.0,115.0,42.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,273.0,54.0,355.0,26.0,34.0,424.0,1548.0,32.0,,17721.0,412.0,121.0,51.0,32.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,230.0,46.0,332.0,20.0,32.0,518.0,1311.0,32.0,,14903.0,365.0,62.0,37.0,16.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,209.0,45.0,307.0,20.0,30.0,486.0,1150.0,30.0,,13810.0,356.0,53.0,37.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,245.0,50.0,341.0,16.0,34.0,507.0,1445.0,30.0,,15487.0,327.0,98.0,43.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,218.0,44.0,319.0,21.0,32.0,504.0,1457.0,21.0,,15054.0,369.0,82.0,36.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,46.0,328.0,16.0,31.0,501.0,1246.0,27.0,,15408.0,385.0,65.0,40.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,248.0,50.0,342.0,22.0,29.0,431.0,1444.0,22.0,,16634.0,394.0,78.0,39.0,27.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,48.0,337.0,17.0,31.0,547.0,1412.0,29.0,,15635.0,360.0,63.0,35.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,240.0,50.0,339.0,19.0,34.0,431.0,1437.0,28.0,,16681.0,427.0,103.0,39.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,202.0,42.0,299.0,18.0,28.0,541.0,1199.0,24.0,,12871.0,318.0,69.0,33.0,16.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,249.0,54.0,350.0,19.0,34.0,445.0,1700.0,33.0,,18095.0,447.0,82.0,40.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,236.0,48.0,343.0,13.0,35.0,498.0,1245.0,27.0,,15159.0,372.0,57.0,38.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,232.0,45.0,339.0,21.0,34.0,543.0,1352.0,33.0,,14960.0,353.0,72.0,41.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,233.0,47.0,336.0,21.0,33.0,494.0,1387.0,32.0,,15251.0,388.0,56.0,40.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,239.0,49.0,344.0,16.0,29.0,534.0,1410.0,34.0,,16004.0,372.0,51.0,45.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,245.0,54.0,347.0,14.0,31.0,497.0,1441.0,35.0,,15952.0,385.0,57.0,41.0,31.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,241.0,46.0,336.0,22.0,33.0,485.0,1363.0,28.0,,15694.0,397.0,79.0,40.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,225.0,48.0,326.0,19.0,35.0,536.0,1360.0,24.0,,15065.0,371.0,58.0,38.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,245.0,50.0,342.0,16.0,30.0,473.0,1457.0,32.0,,16428.0,402.0,56.0,40.0,17.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,207.0,113.0,306.0,14.0,30.0,432.0,1186.0,32.0,,13607.0,360.0,56.0,33.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,236.0,48.0,341.0,19.0,36.0,496.0,1389.0,33.0,,15741.0,386.0,70.0,39.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,226.0,49.0,332.0,22.0,35.0,484.0,1396.0,31.0,,14677.0,370.0,53.0,40.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,225.0,46.0,333.0,18.0,31.0,498.0,1285.0,29.0,,14715.0,351.0,54.0,37.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,234.0,49.0,335.0,22.0,34.0,474.0,1333.0,27.0,,15159.0,363.0,56.0,38.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,197.0,42.0,293.0,18.0,29.0,467.0,1127.0,24.0,,12946.0,290.0,72.0,29.0,12.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,229.0,48.0,335.0,23.0,31.0,487.0,1431.0,29.0,,15041.0,360.0,53.0,39.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,233.0,48.0,333.0,22.0,30.0,,1193.0,29.0,,14866.0,362.0,55.0,31.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,251.0,50.0,343.0,16.0,36.0,489.0,1491.0,31.0,,16409.0,410.0,71.0,47.0,29.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,46.0,338.0,16.0,33.0,508.0,1423.0,28.0,,15149.0,375.0,64.0,42.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,240.0,54.0,327.0,19.0,32.0,467.0,1298.0,29.0,,14836.0,382.0,100.0,38.0,20.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,193.0,43.0,297.0,21.0,34.0,477.0,1085.0,29.0,,12753.0,307.0,55.0,29.0,13.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,246.0,52.0,348.0,18.0,35.0,475.0,1450.0,35.0,,15960.0,380.0,65.0,47.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,218.0,47.0,322.0,18.0,34.0,531.0,1200.0,37.0,,14425.0,359.0,56.0,35.0,17.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,241.0,51.0,342.0,16.0,34.0,514.0,1479.0,30.0,,16356.0,394.0,76.0,39.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,244.0,51.0,332.0,20.0,34.0,468.0,1457.0,31.0,,15755.0,378.0,72.0,42.0,24.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,230.0,48.0,339.0,23.0,34.0,488.0,1503.0,27.0,,15756.0,383.0,58.0,40.0,23.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,229.0,48.0,334.0,15.0,32.0,526.0,1289.0,31.0,,14841.0,377.0,54.0,37.0,17.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,235.0,48.0,332.0,17.0,31.0,495.0,1392.0,25.0,,15265.0,366.0,84.0,38.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,239.0,49.0,343.0,20.0,34.0,511.0,1412.0,32.0,,15615.0,395.0,59.0,38.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,208.0,42.0,310.0,19.0,34.0,480.0,1295.0,27.0,,14814.0,357.0,68.0,35.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,230.0,51.0,338.0,21.0,33.0,469.0,1422.0,27.0,,15625.0,361.0,58.0,38.0,20.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,224.0,45.0,319.0,18.0,29.0,514.0,1329.0,23.0,,14889.0,352.0,79.0,35.0,12.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,224.0,47.0,324.0,17.0,31.0,404.0,1283.0,24.0,,14902.0,371.0,50.0,42.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,247.0,50.0,343.0,17.0,32.0,517.0,1414.0,40.0,,16214.0,391.0,70.0,42.0,26.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,218.0,53.0,333.0,19.0,29.0,534.0,1279.0,26.0,,14506.0,383.0,55.0,36.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,183.0,41.0,285.0,15.0,28.0,477.0,1129.0,27.0,,12016.0,304.0,45.0,31.0,17.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,242.0,47.0,330.0,21.0,34.0,416.0,1411.0,37.0,,17398.0,396.0,70.0,41.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,50.0,335.0,19.0,34.0,496.0,1355.0,29.0,,15346.0,362.0,64.0,36.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,231.0,47.0,329.0,15.0,29.0,469.0,1379.0,22.0,,15359.0,363.0,66.0,36.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,244.0,50.0,337.0,20.0,31.0,483.0,1308.0,22.0,,15365.0,359.0,74.0,41.0,27.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,209.0,45.0,311.0,19.0,28.0,461.0,1177.0,24.0,,13376.0,340.0,43.0,31.0,18.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,245.0,50.0,336.0,14.0,34.0,472.0,1459.0,27.0,,16351.0,387.0,62.0,38.0,17.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,256.0,50.0,346.0,20.0,32.0,459.0,1339.0,35.0,,16022.0,429.0,70.0,44.0,25.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,234.0,47.0,328.0,15.0,35.0,479.0,1417.0,32.0,,15322.0,373.0,56.0,40.0,23.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,220.0,44.0,322.0,18.0,28.0,496.0,1288.0,25.0,,14023.0,347.0,50.0,36.0,13.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,225.0,42.0,321.0,18.0,30.0,504.0,1273.0,27.0,,14798.0,361.0,52.0,36.0,19.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,233.0,50.0,337.0,20.0,31.0,486.0,1486.0,29.0,,15741.0,345.0,64.0,42.0,23.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,232.0,51.0,338.0,16.0,26.0,486.0,1354.0,30.0,,15484.0,360.0,52.0,39.0,21.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,180.0,37.0,283.0,14.0,30.0,449.0,1098.0,23.0,,11943.0,289.0,48.0,32.0,20.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,220.0,47.0,322.0,16.0,33.0,445.0,1322.0,21.0,,14396.0,362.0,47.0,36.0,22.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,207.0,624.0,309.0,18.0,30.0,502.0,1298.0,22.0,,13558.0,339.0,47.0,36.0,20.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,290.0,6.0,1391.0,75.0,139.0,,1126.0,40.0,,24886.0,459.0,222.0,90.0,32.0,carter_2013_kenan_tepe.csv
,BingolB,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,264.0,10.0,1237.0,58.0,129.0,12.0,1507.0,31.0,,32664.0,637.0,211.0,82.0,36.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,244.0,5.0,1325.0,69.0,125.0,,1199.0,34.0,,22248.0,423.0,199.0,69.0,34.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,239.0,3.0,1145.0,56.0,122.0,,1367.0,30.0,,29605.0,593.0,191.0,78.0,46.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,243.0,7.0,1279.0,60.0,132.0,,1379.0,36.0,,30106.0,602.0,211.0,78.0,40.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,245.0,8.0,1179.0,59.0,115.0,,1337.0,27.0,,30064.0,629.0,212.0,75.0,42.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,304.0,4.0,1427.0,72.0,147.0,,1177.0,34.0,,28590.0,545.0,250.0,105.0,42.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,228.0,3.0,1101.0,57.0,116.0,,1625.0,25.0,,33224.0,707.0,212.0,61.0,39.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,256.0,3.0,1281.0,61.0,133.0,,1007.0,27.0,,23079.0,397.0,202.0,75.0,30.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,253.0,5.0,1212.0,63.0,125.0,,1458.0,30.0,,31910.0,624.0,214.0,76.0,34.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,288.0,4.0,1387.0,72.0,147.0,,1127.0,34.0,,25798.0,487.0,219.0,92.0,29.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,296.0,4.0,1417.0,66.0,153.0,,1226.0,41.0,,26704.0,471.0,221.0,94.0,34.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,243.0,3.0,1170.0,63.0,121.0,,1418.0,32.0,,28928.0,585.0,191.0,76.0,34.0,carter_2013_kenan_tepe.csv
,Bingol,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,270.0,,1273.0,60.0,134.0,,1413.0,35.0,,30096.0,634.0,208.0,84.0,35.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,297.0,6.0,1432.0,66.0,150.0,,1384.0,36.0,,28785.0,533.0,228.0,106.0,31.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,230.0,3.0,1123.0,57.0,116.0,,1294.0,29.0,,27381.0,573.0,201.0,69.0,31.0,carter_2013_kenan_tepe.csv
,BingolA,,Kenan Tepe,Carter et al. 2013 (Kenan Tepe),2013.0,EDXRF,2.0,ppm,True,,False,252.0,5.0,1200.0,60.0,127.0,,1411.0,34.0,,31248.0,612.0,254.0,73.0,36.0,carter_2013_kenan_tepe.csv
