Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-704,,Group 3d,71479.0,331143.0,37368.0,10995.0,451.0,488.0,12191.0,117.0,440.0,12.0,,196.0,27.0,0.0,66.0,Group3d,kn-704,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-707,,Group 3d,76441.0,346664.0,38410.0,7033.0,543.0,483.0,12889.0,116.0,449.0,12.0,,201.0,29.0,0.0,67.0,Group3d,kn-707,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-710,,Group 3d,74348.0,343675.0,38028.0,6581.0,491.0,432.0,12490.0,102.0,448.0,12.0,,197.0,26.0,0.0,63.0,Group3d,kn-710,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-711,,Group 3d,78950.0,354085.0,39508.0,5826.0,461.0,538.0,12465.0,113.0,461.0,10.0,,204.0,28.0,0.0,60.0,Group3d,kn-711,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-714,mean of 2 readings,Group 3d,88303.0,380717.0,42581.0,5379.0,511.0,426.0,12914.0,111.0,487.0,12.0,,216.0,30.0,0.0,66.0,Group3d,kn-714,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-718,,Group 3d,77820.0,349180.0,45541.0,5293.0,473.0,486.0,12410.0,102.0,458.0,12.0,,200.0,28.0,0.0,66.0,Group3d,kn-718,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-721,,Group 3d,76642.0,352383.0,39816.0,5709.0,500.0,508.0,12618.0,108.0,450.0,10.0,,207.0,29.0,64.0,67.0,Group3d,kn-721,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-722,,Group 3d,77060.0,348633.0,45489.0,5648.0,469.0,426.0,12428.0,116.0,457.0,12.0,,202.0,27.0,0.0,67.0,Group3d,kn-722,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-724,,Group 3d,72459.0,340091.0,38919.0,5066.0,489.0,491.0,12321.0,106.0,452.0,11.0,,201.0,30.0,165.0,69.0,Group3d,kn-724,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-725,,Group 3d,77508.0,351022.0,38630.0,5009.0,477.0,517.0,12277.0,109.0,454.0,10.0,,202.0,31.0,118.0,67.0,Group3d,kn-725,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-726,,Group 3d,75902.0,344818.0,37936.0,5008.0,468.0,504.0,12545.0,101.0,452.0,11.0,,200.0,29.0,79.0,70.0,Group3d,kn-726,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-729,,Group 3d,80720.0,362111.0,41135.0,5272.0,499.0,272.0,13261.0,99.0,483.0,11.0,,208.0,31.0,0.0,71.0,Group3d,kn-729,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-731,,Group 3d,75661.0,345455.0,42968.0,5272.0,481.0,506.0,12325.0,109.0,445.0,10.0,,197.0,26.0,131.0,69.0,Group3d,kn-731,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-741,,Group 3d,78163.0,354645.0,40222.0,5080.0,477.0,384.0,12554.0,113.0,470.0,12.0,,202.0,27.0,0.0,70.0,Group3d,kn-741,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-748,,Group 3d,76344.0,345760.0,39201.0,5363.0,487.0,443.0,12788.0,105.0,466.0,11.0,,202.0,29.0,0.0,64.0,Group3d,kn-748,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-751,,Group 3d,75374.0,343370.0,39139.0,5151.0,483.0,404.0,12266.0,95.0,451.0,13.0,,191.0,26.0,0.0,66.0,Group3d,kn-751,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-753,,Group 3d,78731.0,354927.0,41066.0,5175.0,472.0,419.0,12561.0,101.0,460.0,12.0,,205.0,28.0,0.0,83.0,Group3d,kn-753,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-755,,Group 3d,80771.0,359561.0,42763.0,5591.0,470.0,422.0,13694.0,115.0,499.0,12.0,,215.0,31.0,0.0,78.0,Group3d,kn-755,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-758,mean of 2 readings,Group 3d,95189.18861166298,395280.571662831,51198.41851816491,7263.413504730039,601.9333141426605,501.761860100219,16283.25561554624,134.1483343706186,571.9125124697496,13.77842795116004,,245.39710617723088,36.58140665696965,0.0,83.06065217380541,Group3d,kn-758,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-768,,Group 3d,80667.0,356412.0,39372.0,5417.0,543.0,446.0,12783.0,108.0,467.0,11.0,,208.0,32.0,0.0,66.0,Group3d,kn-768,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-769,,Group 3d,75948.0,347175.0,38870.0,5179.0,443.0,504.0,12346.0,101.0,443.0,12.0,,201.0,27.0,86.0,71.0,Group3d,kn-769,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-770,mean of 2 readings,Group 3d,78468.36066465915,338965.1306734977,42782.28392119245,9838.898626870605,750.0968740656051,359.60070262885483,12501.269228682446,104.412464798513,443.7447539510972,13.894805474346676,,199.95074340251625,27.49858666756271,0.0,66.3167014387646,Group3d,kn-770,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-771,,Group 3d,82954.0,365660.0,40521.0,5148.0,498.0,418.0,12616.0,114.0,480.0,12.0,,212.0,30.0,0.0,70.0,Group3d,kn-771,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-776,,Group 3d,79370.0,355425.0,39930.0,5066.0,480.0,390.0,12363.0,102.0,462.0,11.0,,203.0,29.0,0.0,65.0,Group3d,kn-776,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-782,,Group 3d,76180.0,348661.0,38208.0,5019.0,506.0,407.0,11847.0,100.0,447.0,12.0,,193.0,27.0,0.0,72.0,Group3d,kn-782,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-783,,Group 3d,73377.0,339612.0,37402.0,5349.0,462.0,512.0,12279.0,101.0,430.0,11.0,,192.0,28.0,173.0,65.0,Group3d,kn-783,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-784,,Group 3d,74672.0,343801.0,37796.0,4986.0,476.0,451.0,11421.0,103.0,432.0,11.0,,191.0,26.0,0.0,65.0,Group3d,kn-784,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-785,,Group 3d,74342.0,348525.0,38211.0,5908.0,484.0,498.0,12872.0,114.0,446.0,10.0,,201.0,29.0,0.0,59.0,Group3d,kn-785,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-787,,Group 3d,71429.0,333811.0,53651.0,5346.0,443.0,371.0,11610.0,110.0,436.0,11.0,,194.0,27.0,0.0,60.0,Group3d,kn-787,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-788,,Group 3d,76422.0,346092.0,43964.0,5089.0,485.0,507.0,12383.0,104.0,461.0,11.0,,204.0,29.0,117.0,70.0,Group3d,kn-788,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-789,,Group 3d,77666.0,353234.0,38613.0,5136.0,523.0,423.0,12103.0,102.0,442.0,10.0,,206.0,28.0,0.0,58.0,Group3d,kn-789,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-790,,Group 3d,74688.0,342324.0,38694.0,5060.0,463.0,467.0,12375.0,106.0,451.0,9.0,,205.0,29.0,0.0,69.0,Group3d,kn-790,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-791,,Group 3d,73141.0,338942.0,38387.0,4965.0,455.0,520.0,12261.0,107.0,448.0,12.0,,201.0,29.0,121.0,64.0,Group3d,kn-791,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-792,,Group 3d,73103.0,337699.0,38611.0,5083.0,485.0,453.0,12407.0,117.0,452.0,12.0,,201.0,28.0,76.0,67.0,Group3d,kn-792,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-793,,Group 3d,77367.0,352551.0,40159.0,5115.0,495.0,387.0,12466.0,113.0,463.0,12.0,,207.0,29.0,0.0,67.0,Group3d,kn-793,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-794,,Group 3d,73688.0,342886.0,39946.0,5381.0,454.0,272.0,12331.0,91.0,459.0,11.0,,200.0,28.0,0.0,64.0,Group3d,kn-794,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-795,,Group 3d,73512.0,340717.0,38171.0,4953.0,533.0,563.0,12714.0,98.0,453.0,12.0,,197.0,28.0,162.0,65.0,Group3d,kn-795,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-800,,Group 3d,83877.0,364233.0,37492.0,4983.0,448.0,406.0,11922.0,111.0,472.0,11.0,,207.0,31.0,0.0,66.0,Group3d,kn-800,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-801,,Group 3d,81238.0,366093.0,41902.0,5203.0,498.0,401.0,12836.0,109.0,490.0,13.0,,215.0,31.0,0.0,72.0,Group3d,kn-801,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-802,,Group 3d,73839.0,341672.0,39868.0,5075.0,470.0,470.0,12236.0,101.0,458.0,10.0,,200.0,27.0,0.0,65.0,Group3d,kn-802,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-805,,Group 3d,83942.0,370021.0,40937.0,5287.0,454.0,458.0,12966.0,106.0,486.0,13.0,,218.0,29.0,0.0,67.0,Group3d,kn-805,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-806,,Group 3d,72694.0,337735.0,37216.0,4900.0,477.0,497.0,12217.0,109.0,454.0,11.0,,201.0,28.0,0.0,65.0,Group3d,kn-806,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-807,,Group 3d,76947.0,350093.0,39568.0,4987.0,488.0,440.0,12315.0,121.0,457.0,12.0,,207.0,28.0,0.0,67.0,Group3d,kn-807,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-812,,Group 3d,73266.0,339079.0,36548.0,4813.0,423.0,477.0,11624.0,98.0,423.0,11.0,,190.0,26.0,78.0,58.0,Group3d,kn-812,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-814,,Group 3d,79518.0,355226.0,51968.0,10797.0,526.0,272.0,13375.0,108.0,501.0,14.0,,216.0,30.0,0.0,73.0,Group3d,kn-814,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-815,,Group 3d,73401.0,342394.0,36783.0,7544.0,505.0,488.0,12258.0,103.0,446.0,10.0,,199.0,27.0,96.0,61.0,Group3d,kn-815,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-816,,Group 3d,75841.0,348951.0,39648.0,5186.0,477.0,498.0,12307.0,114.0,458.0,10.0,,202.0,28.0,183.0,62.0,Group3d,kn-816,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-817,,Group 3d,80935.0,361328.0,40866.0,5694.0,513.0,425.0,12437.0,106.0,467.0,11.0,,208.0,29.0,0.0,68.0,Group3d,kn-817,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-818,,Group 3d,77156.0,353231.0,40311.0,5237.0,467.0,491.0,12516.0,107.0,461.0,12.0,,198.0,27.0,0.0,77.0,Group3d,kn-818,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-819,,Group 3d,77022.0,352036.0,44696.0,6417.0,528.0,383.0,12603.0,112.0,460.0,11.0,,203.0,28.0,0.0,58.0,Group3d,kn-819,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-820,,Group 3d,78062.0,354785.0,39516.0,6147.0,500.0,362.0,11999.0,93.0,447.0,12.0,,197.0,28.0,0.0,61.0,Group3d,kn-820,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-825,,Group 3d,77973.0,350557.0,45854.0,5091.0,475.0,436.0,12211.0,114.0,461.0,12.0,,201.0,28.0,0.0,63.0,Group3d,kn-825,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-826,,Group 3d,78241.0,350850.0,38058.0,5109.0,439.0,501.0,12123.0,118.0,455.0,12.0,,199.0,28.0,120.0,57.0,Group3d,kn-826,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-827,,Group 3d,76837.0,347607.0,45011.0,5679.0,509.0,514.0,12326.0,104.0,462.0,12.0,,202.0,28.0,0.0,67.0,Group3d,kn-827,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-828,,Group 3d,79934.0,354621.0,39729.0,5246.0,491.0,704.0,12415.0,118.0,460.0,11.0,,201.0,30.0,151.0,66.0,Group3d,kn-828,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-829,,Group 3d,80639.0,360483.0,40197.0,5380.0,486.0,407.0,12456.0,109.0,469.0,11.0,,206.0,30.0,0.0,66.0,Group3d,kn-829,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-830,,Group 3d,80295.0,363004.0,43751.0,5656.0,522.0,381.0,13729.0,110.0,495.0,12.0,,215.0,29.0,0.0,68.0,Group3d,kn-830,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-833,,Group 3d,81446.0,365302.0,40817.0,5383.0,464.0,418.0,13211.0,105.0,481.0,12.0,,208.0,30.0,0.0,71.0,Group3d,kn-833,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-835,,Group 3d,77930.0,351803.0,40350.0,5285.0,485.0,440.0,12663.0,107.0,458.0,13.0,,205.0,28.0,0.0,65.0,Group3d,kn-835,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-837,,Group 3d,79225.0,357813.0,40566.0,5190.0,526.0,394.0,12501.0,101.0,464.0,10.0,,205.0,30.0,0.0,63.0,Group3d,kn-837,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-838,,Group 3d,78502.0,356589.0,39393.0,5461.0,522.0,429.0,11994.0,99.0,443.0,9.0,,201.0,28.0,0.0,64.0,Group3d,kn-838,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-839,,Group 3d,77860.0,353479.0,36085.0,5334.0,479.0,513.0,11547.0,106.0,429.0,12.0,,197.0,29.0,169.0,60.0,Group3d,kn-839,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-840,mean of 2 readings,Group 3d,78902.99003789361,355398.02225685527,39993.480326320336,5553.373693738946,506.1923241143629,438.8230145835129,13007.82920469502,109.74041493891602,471.3786713147326,11.132778924050534,,208.5751132613396,29.43524512867509,0.0,68.10331346604849,Group3d,kn-840,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-841,,Group 3d,76893.0,347530.0,39383.0,5223.0,487.0,511.0,12661.0,112.0,465.0,12.0,,203.0,29.0,81.0,63.0,Group3d,kn-841,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-844,,Group 3d,76240.0,347062.0,40179.0,5159.0,472.0,433.0,12199.0,118.0,453.0,12.0,,203.0,28.0,75.0,64.0,Group3d,kn-844,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-847,,Group 3d,78570.0,358865.0,41090.0,5095.0,475.0,498.0,11981.0,104.0,446.0,11.0,,202.0,27.0,80.0,60.0,Group3d,kn-847,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-851,mean of 2 readings,Group 3d,97793.58522252094,409401.51989594335,51117.39942870037,6189.375140958991,599.5791007353764,441.7198440094301,15950.731248997605,137.86258297979077,559.2985228273935,15.68701933142086,,237.0276438019195,35.85651214917898,0.0,81.51028636500533,Group3d,kn-851,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-857,,Group 3d,78596.0,353014.0,43368.0,5519.0,523.0,433.0,12720.0,104.0,462.0,11.0,,204.0,31.0,0.0,71.0,Group3d,kn-857,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-858,,Group 3d,74255.0,342243.0,39841.0,5495.0,457.0,415.0,11620.0,110.0,427.0,12.0,,188.0,25.0,0.0,61.0,Group3d,kn-858,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-859,,Group 3d,79346.0,357137.0,41145.0,5490.0,486.0,390.0,12697.0,99.0,465.0,11.0,,208.0,30.0,0.0,65.0,Group3d,kn-859,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-860,,Group 3d,78243.0,356358.0,39397.0,5064.0,515.0,419.0,12333.0,114.0,449.0,11.0,,200.0,28.0,0.0,63.0,Group3d,kn-860,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-861,,Group 3d,78493.0,356767.0,40504.0,5466.0,521.0,272.0,13093.0,114.0,477.0,11.0,,209.0,30.0,0.0,70.0,Group3d,kn-861,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-863,,Group 3d,71573.0,334559.0,37347.0,5024.0,470.0,491.0,11807.0,99.0,446.0,10.0,,197.0,28.0,145.0,63.0,Group3d,kn-863,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-864,,Group 3d,74327.0,340444.0,38134.0,5054.0,472.0,385.0,11838.0,104.0,451.0,10.0,,199.0,29.0,0.0,61.0,Group3d,kn-864,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-865,,Group 3d,76243.0,349288.0,42831.0,5414.0,501.0,272.0,13320.0,95.0,480.0,11.0,,212.0,30.0,0.0,62.0,Group3d,kn-865,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-866,,Group 3d,78528.0,353091.0,41993.0,5372.0,467.0,406.0,12453.0,100.0,449.0,12.0,,206.0,29.0,0.0,64.0,Group3d,kn-866,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-867,,Group 3d,76098.0,348892.0,41948.0,5298.0,549.0,272.0,13145.0,101.0,475.0,12.0,,209.0,32.0,0.0,67.0,Group3d,kn-867,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-872,,Group 3d,72787.0,333909.0,46955.0,6902.0,466.0,412.0,11706.0,98.0,437.0,13.0,,194.0,26.0,0.0,62.0,Group3d,kn-872,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-873,,Group 3d,76325.0,348555.0,40848.0,5065.0,469.0,429.0,12312.0,110.0,458.0,11.0,,198.0,27.0,0.0,66.0,Group3d,kn-873,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-875,,Group 3d,74340.0,343056.0,38084.0,5080.0,513.0,438.0,12186.0,113.0,437.0,11.0,,196.0,25.0,0.0,60.0,Group3d,kn-875,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-878,,Group 3d,76135.0,341632.0,40448.0,5622.0,543.0,459.0,12511.0,112.0,457.0,12.0,,210.0,30.0,0.0,69.0,Group3d,kn-878,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-879,,Group 3d,75561.0,346863.0,39505.0,5498.0,496.0,395.0,12474.0,101.0,457.0,13.0,,204.0,27.0,0.0,63.0,Group3d,kn-879,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-882,,Group 3d,74724.0,343082.0,37470.0,5521.0,483.0,500.0,12343.0,113.0,455.0,9.0,,203.0,29.0,69.0,69.0,Group3d,kn-882,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-883,,Group 3d,77329.0,348820.0,39387.0,5249.0,471.0,496.0,12605.0,109.0,463.0,12.0,,203.0,28.0,85.0,63.0,Group3d,kn-883,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-904,,Group 3d,75144.0,344834.0,38702.0,5153.0,520.0,443.0,12659.0,101.0,450.0,11.0,,198.0,29.0,0.0,69.0,Group3d,kn-904,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,Group 3d,76322.601314211,349419.56164844736,40631.48227724056,5477.068151468057,487.6926313842662,449.5713376792206,12517.331782956246,107.4451829709222,461.5952949881539,11.577265089919155,65.94216883886523,204.00214323634663,28.57137873537184,40.79077900881924,66.12075085368238,Group3d,,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-009,mean of 4 readings,Bingöl A,69688.0,353562.0,46114.0,4321.0,1311.0,619.0,31028.0,222.0,233.0,0.0,110.0,1309.0,54.0,0.0,37.0,BingolA,kn-009,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-017,mean of 3 readings,Bingöl A,67918.0,362965.0,40986.0,3864.0,1203.0,676.0,30522.0,213.0,228.0,1.0,107.0,1276.0,52.0,0.0,36.0,BingolA,kn-017,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-018,mean of 3 readings,Bingöl A,66621.0,370042.0,40377.0,4388.0,1263.0,576.0,29108.0,188.0,221.0,0.0,101.0,1134.0,47.0,0.0,31.0,BingolA,kn-018,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-030,mean of 4 readings,Bingöl A,72479.0,374030.0,39226.0,3300.0,1329.0,779.0,32606.0,199.0,222.0,1.0,92.0,1148.0,51.0,0.0,35.0,BingolA,kn-030,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-033,mean of 4 readings,Bingöl A,68531.0,356813.0,38759.0,2655.0,1132.0,699.0,27797.0,191.0,216.0,0.0,92.0,1121.0,49.0,0.0,35.0,BingolA,kn-033,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-037,mean of 3 readings,Bingöl A,66582.0,352381.0,58519.0,3158.0,1114.0,678.0,29370.0,218.0,224.0,0.0,102.0,1266.0,51.0,117.0,37.0,BingolA,kn-037,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-040,mean of 3 readings,Bingöl A,72671.0,401698.0,55732.0,3093.0,1504.0,673.0,35197.0,205.0,237.0,0.0,100.0,1149.0,51.0,0.0,35.0,BingolA,kn-040,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-041,,Bingöl A,68908.0,354319.0,36605.0,3137.0,1147.0,720.0,30214.0,213.0,224.0,0.0,,1307.0,63.0,0.0,40.0,BingolA,kn-041,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-049,mean of 3 readings,Bingöl A,68236.46294813824,365513.3270572135,40562.53446912645,2361.202760859553,1004.9017251985728,607.004436503109,25840.20956905156,199.9599877877786,230.1256720086491,0.0,101.0,1235.3513327270598,52.373153623050136,0.0,39.67155151902154,BingolA,kn-049,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-054,mean of 3 readings,Bingöl A,69631.45019532781,377432.772837765,41110.940708802525,2114.686356739144,1158.885875422636,686.6049638326845,31391.78917266441,226.411158126048,233.51732399676007,0.4549418259729836,107.0,1310.0172212872171,54.23461458549486,0.0,37.21876679902688,BingolA,kn-054,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-063,,Bingöl A,69534.0,352548.0,37135.0,3067.0,1236.0,644.0,30200.0,208.0,221.0,0.0,,1170.0,55.0,0.0,36.0,BingolA,kn-063,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-064,,Bingöl A,69317.0,354551.0,35313.0,3053.0,1150.0,776.0,28955.0,200.0,226.0,0.0,,1169.0,58.0,0.0,42.0,BingolA,kn-064,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-069,,Bingöl A,67944.0,342465.0,48313.0,3869.0,1175.0,704.0,29942.0,214.0,221.0,2.0,,1301.0,64.0,0.0,48.0,BingolA,kn-069,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-072,,Bingöl A,71027.0,360201.0,38432.0,3064.0,1243.0,673.0,30624.0,207.0,226.0,0.0,,1195.0,58.0,0.0,32.0,BingolA,kn-072,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-080,,Bingöl A,69304.0,359212.0,38214.0,3216.0,1333.0,688.0,32459.0,209.0,212.0,0.0,,1118.0,59.0,0.0,32.0,BingolA,kn-080,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-084,,Bingöl A,71380.0,364533.0,37943.0,3582.0,1263.0,701.0,31021.0,197.0,227.0,0.0,,1203.0,59.0,0.0,32.0,BingolA,kn-084,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-085,,Bingöl A,70322.0,356929.0,36757.0,3338.0,1207.0,602.0,30950.0,191.0,233.0,0.0,,1206.0,59.0,0.0,37.0,BingolA,kn-085,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
