Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-353,,Group 3d,76159.0,348379.0,38237.0,5697.0,430.0,523.0,12149.0,111.0,460.0,13.0,,200.0,29.0,187.0,63.0,Group3d,kn-353,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-354,,Group 3d,76250.0,349736.0,39797.0,5362.0,465.0,526.0,12319.0,100.0,456.0,12.0,,201.0,31.0,0.0,69.0,Group3d,kn-354,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-355,,Group 3d,75105.0,346377.0,39246.0,5020.0,449.0,505.0,12184.0,114.0,453.0,13.0,,203.0,29.0,106.0,66.0,Group3d,kn-355,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-357,,Group 3d,74669.0,345136.0,39061.0,5161.0,501.0,501.0,12257.0,108.0,454.0,11.0,,201.0,27.0,0.0,67.0,Group3d,kn-357,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-358,,Group 3d,75822.0,343654.0,38647.0,5133.0,474.0,404.0,12277.0,116.0,456.0,11.0,,203.0,29.0,0.0,64.0,Group3d,kn-358,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-359,,Group 3d,76924.0,352664.0,40516.0,5099.0,451.0,492.0,12114.0,106.0,443.0,12.0,,200.0,29.0,88.0,66.0,Group3d,kn-359,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-361,,Group 3d,76525.0,354625.0,39563.0,5236.0,482.0,446.0,12200.0,104.0,454.0,11.0,,197.0,28.0,73.0,58.0,Group3d,kn-361,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-365,,Group 3d,76742.0,350837.0,38505.0,4853.0,462.0,490.0,12375.0,104.0,452.0,11.0,,202.0,28.0,0.0,69.0,Group3d,kn-365,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-366,,Group 3d,77211.0,351860.0,38753.0,5061.0,469.0,442.0,12298.0,104.0,455.0,11.0,,203.0,26.0,0.0,70.0,Group3d,kn-366,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-367,,Group 3d,76386.0,351615.0,39669.0,5208.0,469.0,391.0,12585.0,108.0,470.0,10.0,,206.0,29.0,0.0,71.0,Group3d,kn-367,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-368,,Group 3d,78812.0,356695.0,40626.0,5177.0,485.0,505.0,12863.0,113.0,468.0,12.0,,205.0,29.0,0.0,69.0,Group3d,kn-368,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-369,,Group 3d,76031.0,345420.0,36561.0,5185.0,451.0,537.0,11241.0,99.0,427.0,10.0,,193.0,28.0,129.0,62.0,Group3d,kn-369,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-370,,Group 3d,80171.0,358186.0,38893.0,5061.0,458.0,504.0,11942.0,106.0,448.0,10.0,,198.0,28.0,105.0,66.0,Group3d,kn-370,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-371,,Group 3d,77745.0,356009.0,43083.0,5171.0,512.0,408.0,13322.0,116.0,493.0,13.0,,216.0,31.0,0.0,63.0,Group3d,kn-371,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-373,,Group 3d,76511.0,345207.0,41122.0,5261.0,474.0,444.0,11825.0,100.0,448.0,11.0,,194.0,27.0,89.0,65.0,Group3d,kn-373,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-375,,Group 3d,76246.0,350242.0,38580.0,5178.0,490.0,426.0,12254.0,103.0,449.0,12.0,,202.0,27.0,0.0,68.0,Group3d,kn-375,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-376,mean of 2 readings,Group 3d,89662.0,383629.0,44693.0,5619.0,526.0,425.0,13393.0,116.0,513.0,14.0,,226.0,33.0,0.0,74.0,Group3d,kn-376,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-377,,Group 3d,76491.0,349518.0,40164.0,5044.0,478.0,502.0,12502.0,112.0,459.0,12.0,,205.0,29.0,88.0,60.0,Group3d,kn-377,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-378,,Group 3d,78146.0,352286.0,43275.0,5308.0,476.0,450.0,12377.0,105.0,465.0,11.0,,205.0,27.0,0.0,68.0,Group3d,kn-378,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-381,,Group 3d,75928.0,346091.0,39000.0,5041.0,478.0,513.0,12045.0,95.0,449.0,12.0,,195.0,27.0,0.0,67.0,Group3d,kn-381,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-382,,Group 3d,77656.0,349367.0,41255.0,5161.0,480.0,491.0,12991.0,122.0,466.0,12.0,,209.0,30.0,0.0,71.0,Group3d,kn-382,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-385,,Group 3d,79893.0,362699.0,42117.0,5235.0,497.0,430.0,13375.0,116.0,485.0,10.0,,207.0,31.0,0.0,70.0,Group3d,kn-385,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-389,,Group 3d,76183.0,345241.0,46803.0,5107.0,483.0,496.0,12417.0,111.0,453.0,12.0,,202.0,30.0,69.0,66.0,Group3d,kn-389,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-396,,Group 3d,72591.0,337482.0,38339.0,5173.0,505.0,477.0,12112.0,108.0,449.0,12.0,,198.0,28.0,105.0,68.0,Group3d,kn-396,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-397,,Group 3d,76097.0,344899.0,41245.0,5166.0,465.0,520.0,12201.0,109.0,447.0,12.0,,199.0,30.0,152.0,61.0,Group3d,kn-397,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-398,,Group 3d,76661.0,347929.0,38236.0,5281.0,477.0,489.0,12272.0,117.0,446.0,12.0,,197.0,26.0,171.0,68.0,Group3d,kn-398,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-400,,Group 3d,78581.0,355085.0,40000.0,5191.0,493.0,491.0,12511.0,113.0,463.0,12.0,,211.0,27.0,70.0,69.0,Group3d,kn-400,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-403,,Group 3d,69983.0,326892.0,37040.0,4905.0,470.0,442.0,11956.0,95.0,437.0,11.0,,197.0,29.0,87.0,62.0,Group3d,kn-403,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-404,,Group 3d,70543.0,323929.0,38138.0,5349.0,547.0,435.0,12928.0,115.0,456.0,11.0,,202.0,30.0,0.0,58.0,Group3d,kn-404,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-405,mean of 2 readings,Group 3d,76740.0,347309.0,39065.0,5971.0,462.0,400.0,12259.0,106.0,457.0,12.0,,206.0,28.0,0.0,64.0,Group3d,kn-405,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-406,,Group 3d,71524.0,334656.0,37603.0,5036.0,471.0,445.0,12030.0,105.0,449.0,11.0,,200.0,28.0,134.0,71.0,Group3d,kn-406,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-407,,Group 3d,71234.0,334237.0,39721.0,5122.0,447.0,414.0,11929.0,100.0,452.0,12.0,,205.0,28.0,0.0,67.0,Group3d,kn-407,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-408,,Group 3d,74727.0,344837.0,39525.0,5091.0,447.0,529.0,12721.0,109.0,467.0,11.0,,213.0,29.0,87.0,66.0,Group3d,kn-408,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-409,,Group 3d,71331.0,330868.0,40287.0,4831.0,468.0,392.0,12277.0,100.0,467.0,11.0,,193.0,28.0,0.0,62.0,Group3d,kn-409,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-410,,Group 3d,73314.0,337386.0,38205.0,6622.0,456.0,502.0,12604.0,107.0,455.0,13.0,,202.0,28.0,153.0,62.0,Group3d,kn-410,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-412,,Group 3d,74907.0,345177.0,40092.0,5702.0,504.0,272.0,12791.0,110.0,472.0,11.0,,207.0,30.0,0.0,66.0,Group3d,kn-412,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-413,,Group 3d,74270.0,347733.0,41600.0,5189.0,511.0,366.0,13226.0,105.0,480.0,12.0,,206.0,31.0,0.0,65.0,Group3d,kn-413,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-415,,Group 3d,72878.0,342656.0,39193.0,5098.0,461.0,430.0,12681.0,107.0,457.0,10.0,,205.0,31.0,81.0,62.0,Group3d,kn-415,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-416,,Group 3d,73697.0,341773.0,39354.0,4996.0,472.0,443.0,12551.0,108.0,458.0,12.0,,202.0,29.0,0.0,61.0,Group3d,kn-416,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-417,,Group 3d,75169.0,344684.0,39384.0,5062.0,493.0,556.0,12285.0,112.0,459.0,11.0,,208.0,30.0,120.0,62.0,Group3d,kn-417,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-418,,Group 3d,73787.0,341854.0,39112.0,5689.0,469.0,474.0,12391.0,115.0,460.0,11.0,,200.0,30.0,0.0,63.0,Group3d,kn-418,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-419,,Group 3d,74725.0,344027.0,40073.0,5139.0,472.0,514.0,12525.0,108.0,462.0,13.0,,203.0,27.0,74.0,64.0,Group3d,kn-419,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-420,,Group 3d,74275.0,342438.0,39562.0,5111.0,477.0,587.0,12668.0,113.0,459.0,10.0,,201.0,28.0,137.0,66.0,Group3d,kn-420,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-421,,Group 3d,73651.0,341917.0,39054.0,4924.0,481.0,517.0,12654.0,106.0,458.0,13.0,,205.0,27.0,82.0,68.0,Group3d,kn-421,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-422,,Group 3d,70682.0,334063.0,38443.0,4971.0,467.0,495.0,12111.0,111.0,444.0,12.0,,196.0,27.0,0.0,64.0,Group3d,kn-422,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-424,,Group 3d,71713.0,336348.0,38326.0,5108.0,455.0,546.0,12288.0,104.0,447.0,11.0,,202.0,28.0,157.0,58.0,Group3d,kn-424,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-425,,Group 3d,77008.0,347740.0,38927.0,5127.0,456.0,464.0,12162.0,96.0,449.0,12.0,,203.0,29.0,65.0,60.0,Group3d,kn-425,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-426,,Group 3d,75140.0,342911.0,36440.0,4811.0,434.0,450.0,11597.0,104.0,438.0,12.0,,201.0,27.0,0.0,63.0,Group3d,kn-426,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-427,,Group 3d,76268.0,348489.0,39002.0,5210.0,473.0,450.0,12367.0,109.0,464.0,10.0,,204.0,28.0,0.0,72.0,Group3d,kn-427,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-428,,Group 3d,75049.0,348057.0,38299.0,4982.0,462.0,506.0,11886.0,99.0,454.0,10.0,,200.0,25.0,154.0,61.0,Group3d,kn-428,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-429,,Group 3d,74800.0,342533.0,39765.0,5207.0,454.0,368.0,12687.0,114.0,468.0,11.0,,205.0,30.0,0.0,68.0,Group3d,kn-429,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-430,,Group 3d,72866.0,338098.0,38708.0,4989.0,441.0,511.0,12702.0,114.0,462.0,13.0,,198.0,28.0,81.0,62.0,Group3d,kn-430,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-431,,Group 3d,74321.0,341060.0,38596.0,4872.0,460.0,510.0,12263.0,106.0,442.0,11.0,,198.0,28.0,139.0,63.0,Group3d,kn-431,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-436,,Group 3d,72936.0,338939.0,38633.0,5015.0,446.0,445.0,12816.0,107.0,452.0,12.0,,202.0,31.0,0.0,63.0,Group3d,kn-436,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-437,,Group 3d,72630.0,335917.0,38463.0,5056.0,449.0,506.0,12086.0,109.0,450.0,11.0,,200.0,28.0,64.0,65.0,Group3d,kn-437,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-438,,Group 3d,71806.0,334168.0,39960.0,5176.0,489.0,521.0,12639.0,121.0,460.0,13.0,,205.0,31.0,193.0,66.0,Group3d,kn-438,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-444,,Group 3d,77342.0,354962.0,41490.0,5439.0,531.0,407.0,13128.0,116.0,487.0,12.0,,212.0,33.0,0.0,66.0,Group3d,kn-444,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-445,,Group 3d,84885.0,379195.0,46121.0,5648.0,542.0,404.0,14455.0,133.0,531.0,13.0,,233.0,35.0,0.0,76.0,Group3d,kn-445,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-449,,Group 3d,71809.0,338758.0,38523.0,5172.0,454.0,466.0,12498.0,117.0,456.0,12.0,,201.0,27.0,0.0,67.0,Group3d,kn-449,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-450,,Group 3d,77883.0,355204.0,40642.0,5376.0,484.0,423.0,12922.0,115.0,467.0,11.0,,207.0,30.0,0.0,67.0,Group3d,kn-450,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-451,,Group 3d,75859.0,349587.0,39232.0,5483.0,501.0,396.0,12697.0,103.0,464.0,13.0,,207.0,30.0,0.0,71.0,Group3d,kn-451,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-453,,Group 3d,73816.0,343002.0,39150.0,5151.0,452.0,409.0,12294.0,103.0,454.0,12.0,,197.0,28.0,0.0,68.0,Group3d,kn-453,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-454,,Group 3d,74562.0,343822.0,39414.0,5010.0,488.0,546.0,12561.0,105.0,452.0,12.0,,204.0,29.0,111.0,69.0,Group3d,kn-454,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-463,,Group 3d,81388.0,361240.0,42822.0,5463.0,518.0,441.0,13266.0,121.0,493.0,14.0,,216.0,29.0,0.0,67.0,Group3d,kn-463,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-475,,Group 3d,74263.0,343218.0,38407.0,6617.0,492.0,475.0,12223.0,108.0,454.0,11.0,,201.0,27.0,90.0,62.0,Group3d,kn-475,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-477,,Group 3d,77068.0,352712.0,42008.0,5428.0,475.0,361.0,13064.0,107.0,484.0,12.0,,214.0,32.0,0.0,69.0,Group3d,kn-477,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-487,,Group 3d,73410.0,335329.0,37000.0,7124.0,485.0,550.0,12125.0,110.0,442.0,10.0,,200.0,29.0,141.0,61.0,Group3d,kn-487,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-488,,Group 3d,75530.0,345782.0,43107.0,5213.0,524.0,480.0,12361.0,108.0,459.0,10.0,,201.0,29.0,178.0,77.0,Group3d,kn-488,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-491,,Group 3d,77299.0,349911.0,43223.0,5056.0,476.0,529.0,12783.0,116.0,466.0,11.0,,205.0,26.0,103.0,70.0,Group3d,kn-491,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-498,,Group 3d,72644.0,335837.0,39234.0,5413.0,540.0,575.0,12638.0,121.0,459.0,12.0,,198.0,30.0,84.0,72.0,Group3d,kn-498,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-500,,Group 3d,74592.0,342310.0,38683.0,5120.0,500.0,419.0,11736.0,99.0,463.0,13.0,,193.0,27.0,0.0,59.0,Group3d,kn-500,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-518,mean of 2 readings,Group 3d,77374.0,350332.0,61768.0,6278.0,496.0,399.0,14075.0,120.0,503.0,13.0,,218.0,31.0,0.0,73.0,Group3d,kn-518,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-526,,Group 3d,77659.0,352391.0,37573.0,5107.0,474.0,477.0,12059.0,109.0,445.0,11.0,,205.0,28.0,151.0,71.0,Group3d,kn-526,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-532,,Group 3d,76036.0,342033.0,47754.0,5057.0,465.0,414.0,11979.0,96.0,451.0,11.0,,198.0,28.0,0.0,69.0,Group3d,kn-532,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-536,mean of 2 readings,Group 3d,84873.0,374192.0,43595.0,5422.0,557.0,386.0,13032.0,110.0,484.0,12.0,,208.0,31.0,0.0,65.0,Group3d,kn-536,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-543,,Group 3d,77497.0,355747.0,39693.0,5184.0,442.0,377.0,12661.0,104.0,472.0,10.0,,209.0,29.0,0.0,70.0,Group3d,kn-543,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-547,,Group 3d,75802.0,346440.0,39547.0,5181.0,474.0,506.0,12400.0,101.0,448.0,12.0,,200.0,27.0,103.0,66.0,Group3d,kn-547,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-549,,Group 3d,77699.0,351245.0,38298.0,5362.0,478.0,505.0,12512.0,104.0,463.0,13.0,,203.0,29.0,0.0,66.0,Group3d,kn-549,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-551,mean of 2 readings,Group 3d,86534.0,378596.0,44141.0,5877.0,532.0,412.0,13549.0,118.0,511.0,12.0,,223.0,32.0,0.0,70.0,Group3d,kn-551,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-573,,Group 3d,75910.0,348306.0,40902.0,5142.0,488.0,412.0,12084.0,99.0,452.0,11.0,,204.0,28.0,0.0,63.0,Group3d,kn-573,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-593,,Group 3d,75900.0,347469.0,39111.0,5176.0,488.0,463.0,12087.0,107.0,458.0,12.0,,202.0,28.0,87.0,64.0,Group3d,kn-593,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-599,,Group 3d,74999.0,341358.0,52817.0,5679.0,498.0,444.0,12528.0,100.0,456.0,10.0,,204.0,29.0,0.0,73.0,Group3d,kn-599,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-600,,Group 3d,79461.0,361435.0,39957.0,5312.0,484.0,440.0,12386.0,108.0,472.0,13.0,,209.0,31.0,0.0,68.0,Group3d,kn-600,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-618,,Group 3d,73616.0,337023.0,40431.0,4909.0,438.0,479.0,11808.0,92.0,436.0,11.0,,197.0,27.0,116.0,71.0,Group3d,kn-618,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-619,,Group 3d,72127.0,336731.0,39928.0,5210.0,486.0,445.0,12441.0,116.0,454.0,10.0,,200.0,29.0,0.0,67.0,Group3d,kn-619,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-633,,Group 3d,73431.0,332146.0,56616.0,6418.0,507.0,415.0,12535.0,101.0,449.0,13.0,,202.0,29.0,0.0,64.0,Group3d,kn-633,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-635,,Group 3d,73849.0,342062.0,40843.0,5010.0,440.0,516.0,12032.0,105.0,451.0,12.0,,198.0,28.0,0.0,63.0,Group3d,kn-635,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-636,,Group 3d,76347.0,348280.0,39629.0,5047.0,481.0,422.0,12415.0,102.0,452.0,11.0,,201.0,28.0,0.0,62.0,Group3d,kn-636,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-638,,Group 3d,75701.0,343752.0,46230.0,5767.0,483.0,428.0,12054.0,105.0,453.0,10.0,,203.0,29.0,0.0,65.0,Group3d,kn-638,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-640,,Group 3d,78923.0,355885.0,40315.0,5175.0,487.0,430.0,12665.0,114.0,466.0,10.0,,207.0,29.0,0.0,65.0,Group3d,kn-640,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-641,,Group 3d,79518.0,360861.0,41006.0,5100.0,483.0,378.0,13208.0,110.0,478.0,12.0,,205.0,29.0,0.0,69.0,Group3d,kn-641,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-644,,Group 3d,77194.0,351644.0,41499.0,5362.0,507.0,385.0,13115.0,105.0,485.0,12.0,,209.0,30.0,0.0,63.0,Group3d,kn-644,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-649,,Group 3d,80573.0,361544.0,41379.0,5278.0,519.0,368.0,13305.0,106.0,481.0,12.0,,215.0,30.0,0.0,64.0,Group3d,kn-649,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-652,mean of 2 readings,Group 3d,94246.0,403646.0,51649.0,6201.0,608.0,413.0,16273.0,129.0,550.0,14.0,,228.0,35.0,0.0,80.0,Group3d,kn-652,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-653,,Group 3d,73339.0,334393.0,54594.0,5351.0,467.0,495.0,11132.0,103.0,439.0,11.0,,191.0,24.0,190.0,64.0,Group3d,kn-653,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-654,,Group 3d,74172.0,340753.0,43635.0,5455.0,501.0,511.0,12611.0,105.0,460.0,12.0,,204.0,27.0,131.0,68.0,Group3d,kn-654,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-655,,Group 3d,79526.0,351920.0,39833.0,5306.0,475.0,566.0,12553.0,103.0,443.0,13.0,,202.0,26.0,135.0,61.0,Group3d,kn-655,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-659,,Group 3d,77835.0,352920.0,40661.0,5114.0,459.0,442.0,12778.0,106.0,468.0,13.0,,208.0,28.0,0.0,69.0,Group3d,kn-659,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-661,,Group 3d,76982.0,350500.0,39781.0,5175.0,469.0,467.0,12336.0,104.0,463.0,11.0,,207.0,30.0,0.0,68.0,Group3d,kn-661,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-664,,Group 3d,75210.0,346954.0,39215.0,4965.0,478.0,553.0,12466.0,118.0,462.0,11.0,,202.0,29.0,171.0,69.0,Group3d,kn-664,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-665,,Group 3d,84358.0,373747.0,42752.0,5433.0,516.0,410.0,13315.0,113.0,490.0,11.0,,216.0,30.0,0.0,67.0,Group3d,kn-665,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-679,,Group 3d,77558.0,352276.0,39671.0,5074.0,466.0,534.0,12652.0,111.0,464.0,11.0,,203.0,29.0,91.0,69.0,Group3d,kn-679,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-690,,Group 3d,72654.0,338171.0,36214.0,4898.0,468.0,420.0,11795.0,97.0,432.0,11.0,,192.0,27.0,0.0,63.0,Group3d,kn-690,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-697,,Group 3d,78748.0,355626.0,38293.0,4960.0,455.0,428.0,12465.0,98.0,452.0,11.0,,202.0,29.0,0.0,63.0,Group3d,kn-697,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-699,mean of 3 readings,Group 3d,72829.0,357583.0,37016.0,5863.0,631.0,491.0,13160.0,110.0,465.0,12.0,,206.0,29.0,104.0,70.0,Group3d,kn-699,Kenan Tepe (artefact reference set),,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
