sample_id,Ba,Ti,Mn,Fe,Co,Ni,Cu,Zn,Ga,Pb,Th,Rb,Sr,Y,Zr,Nb,Museum ID,Site,"Date of
Analysis",Cortex,Length,Width,Thick,Source,source,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
JMA14 NM200 ,699,346,503,10672,4,6,7,37,15,22,12,124,106,19,105,9,8335,Agrilia ,2014-08-06 00:00:00,0,3.35,0.78,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM201 ,847,232,604,10069,4,6,7,43,16,24,8,125,107,21,109,8,8321,Agrilia ,2014-08-06 00:00:00,0,4.41,0.76,0.18,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM202 ,723,357,478,10974,4,6,7,35,15,23,12,123,112,16,110,10,8325β ,Agrilia ,2014-08-06 00:00:00,0,3.68,0.72,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM203 ,763,211,545,10477,4,6,7,35,15,23,12,124,106,19,108,9,8326,Agrilia ,2014-08-06 00:00:00,0,3.84,0.85,0.18,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM204 ,742,360,536,10796,4,6,7,45,15,24,12,127,106,20,106,10,8332,Agrilia ,2014-08-06 00:00:00,0,3.35,0.82,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM205 ,683,525,525,10770,5,7,9,62,17,24,13,131,105,15,103,9,8322/38 ,Agrilia ,2014-08-06 00:00:00,0,7.25,0.77,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM206 ,782,362,541,10571,4,6,7,35,15,23,9,121,97,21,107,9,8323/36 ,Agrilia ,2014-08-06 00:00:00,0,6.72,0.84,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM207 ,669,416,507,11894,5,6,9,50,16,24,12,133,104,19,108,7,8333,Agrilia ,2014-08-06 00:00:00,0,3.45,0.61,0.13,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM208 ,714,481,413,9405,4,6,7,40,15,22,10,125,109,18,108,8,8324/28 ,Agrilia ,2014-08-06 00:00:00,0,8.42,1.62,0.52,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM209 ,772,294,531,10801,5,7,9,57,17,25,11,116,112,21,106,7,8337,Agrilia ,2014-08-06 00:00:00,0,2.38,0.69,0.18,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM210 ,759,378,520,10937,5,6,8,41,15,21,8,121,105,21,109,5,8329,Agrilia ,2014-08-06 00:00:00,0,3.66,0.71,0.18,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM211 ,736,430,564,12318,5,6,8,41,15,21,10,116,103,17,107,8,8340,Agrilia ,2014-08-06 00:00:00,0,1.79,1.04,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM212 ,752,359,399,9781,4,6,7,38,16,23,10,113,97,16,105,11,8435,Agrilia ,2014-08-06 00:00:00,0,6.35,0.98,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM213 ,704,506,498,9870,5,6,8,44,16,22,11,120,97,15,102,10,8436/43 ,Agrilia ,2014-08-06 00:00:00,0,8.79,0.84,0.25,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM214 ,776,387,485,10231,4,6,8,35,15,26,11,119,99,19,110,10,8438/42 ,Agrilia ,2014-08-06 00:00:00,0,6.96,1.35,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM215 ,702,320,555,9903,4,6,8,34,16,25,11,124,109,18,111,10,8439/45 ,Agrilia ,2014-08-06 00:00:00,0,5.36,0.17,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM216 ,753,481,463,9772,4,6,8,32,15,24,11,118,103,19,98,9,8440/37 ,Agrilia ,2014-08-06 00:00:00,0,8.91,0.96,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM217 ,669,401,514,9924,4,6,7,37,15,23,9,121,105,17,103,10,8444,Agrilia ,2014-08-06 00:00:00,0,2.47,0.93,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM218 ,731,449,377,10538,5,6,7,37,15,23,11,123,112,18,106,8,8441,Agrilia ,2014-08-06 00:00:00,0,3.44,0.94,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM219 ,706,337,405,9365,4,6,7,41,15,23,10,118,102,19,102,8,8381,Agrilia ,2014-08-06 00:00:00,0,3.13,1.21,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM220 ,636,629,459,8987,4,6,8,45,17,21,10,113,92,17,100,9,8382,Agrilia ,2014-08-06 00:00:00,0,2.78,1,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM221 ,672,460,552,10812,4,7,8,52,17,26,11,120,103,19,107,10,8383,Agrilia ,2014-08-06 00:00:00,0,2.17,0.86,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM222 ,756,295,497,9590,4,6,8,34,16,24,13,117,103,19,114,10,8454,Agrilia ,2014-08-06 00:00:00,0,8.54,1.18,0.35,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM223 ,787,226,473,10358,4,6,7,49,16,23,11,126,98,16,106,8,8455/8215 ,Agrilia ,2014-08-06 00:00:00,0,7.76,0.88,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM224 ,676,285,564,10423,4,7,7,51,16,25,10,122,99,17,113,8,8216/8214 ,Agrilia ,2014-08-06 00:00:00,0,6.89,0.89,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM225 ,624,556,425,9179,4,6,7,46,16,20,9,121,94,15,101,11,9203,Agrilia ,2014-08-06 00:00:00,0,7.28,1.36,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM226 ,711,404,455,10155,4,6,7,38,16,20,10,117,104,18,107,8,9204,Agrilia ,2014-08-06 00:00:00,0,4.53,1.82,0.2,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM227 ,702,504,557,10110,4,6,8,41,16,26,11,132,111,19,108,9,9205,Agrilia ,2014-08-06 00:00:00,0,1.57,0.92,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM228 ,626,341,531,10980,4,6,8,46,17,24,10,126,99,17,105,10,9206,Agrilia ,2014-08-06 00:00:00,0,1.99,0.96,0.18,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM229 ,720,593,643,12185,5,7,8,55,16,26,12,115,121,21,123,9,9207,Agrilia ,2014-08-06 00:00:00,15,2.94,2.14,0.82,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM230 ,754,464,447,12234,5,6,9,31,15,24,10,116,115,17,117,8,8447,Agrilia ,2014-08-06 00:00:00,0,8.82,1,0.42,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM231 ,709,350,360,9315,4,6,8,35,17,22,9,119,94,16,99,8,8448,Agrilia ,2014-08-06 00:00:00,0,6.13,1.03,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM232 ,663,457,399,10294,4,6,7,27,15,23,9,117,102,18,104,11,8449,Agrilia ,2014-08-06 00:00:00,0,4.64,1.15,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM233 ,748,281,497,9496,4,6,7,24,14,21,8,115,103,17,99,8,"8427/8434/
8433 ",Agrilia ,2014-08-06 00:00:00,0,11.88,1.11,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM234 ,673,476,502,9806,4,6,7,39,15,25,14,122,109,15,109,11,"9209/8429/
8430 ",Agrilia ,2014-08-06 00:00:00,0,11.37,1.5,0.38,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM235 ,761,314,496,9653,3,6,7,33,15,21,12,117,103,18,108,8,"8432/8431/
8428 ",Agrilia ,2014-08-06 00:00:00,0,13.5,1.4,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM236 ,634,487,579,10011,4,6,7,43,16,25,10,122,102,18,105,8,9211/9210 ,Agrilia ,2014-08-06 00:00:00,0,2.5,1.1,0.31,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM237 ,694,374,487,9722,4,6,7,40,15,18,10,115,104,19,107,10,8451/50 ,Agrilia ,2014-08-06 00:00:00,0,8.57,0.98,0.35,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM238 ,670,412,394,9817,5,6,9,37,16,26,9,113,102,18,105,9,8452,Agrilia ,2014-08-06 00:00:00,0,2.2,0.67,0.64,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM239 ,762,409,493,12181,5,6,9,38,15,20,8,108,113,18,110,8,9212,Agrilia ,2014-08-06 00:00:00,0,1.78,0.9,0.24,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM240 ,679,359,500,10093,4,6,7,37,15,22,12,120,97,20,104,10,8384,Agrilia ,2014-08-06 00:00:00,0,5.02,0.92,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM241 ,672,433,464,9773,4,6,7,39,16,25,10,117,103,19,103,8,8386/8385 ,Agrilia ,2014-08-06 00:00:00,0,7.73,1.37,0.4,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM242 ,693,394,412,10288,4,7,8,50,16,22,10,118,96,16,99,6,8387,Agrilia ,2014-08-06 00:00:00,0,2.12,0.69,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM243 ,727,382,478,9962,4,6,8,35,15,22,11,119,98,19,106,9,5390,Agrilia ,2014-08-06 00:00:00,0,8.39,1.45,0.45,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM244 ,656,550,553,12347,5,6,8,43,15,24,12,113,122,19,124,9,5382,Agrilia ,2014-08-06 00:00:00,0,6.49,1.77,0.39,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM245 ,725,389,430,9399,4,6,7,35,15,21,13,116,99,19,102,10,8218,Agrilia ,2014-08-06 00:00:00,0,4.88,1.23,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM246 ,631,504,435,9557,4,7,7,50,16,22,9,113,98,18,104,10,8160,Agrilia ,2014-08-06 00:00:00,0,5.01,1.35,0.35,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM247 ,723,480,504,12545,5,6,8,49,16,25,9,114,116,17,111,8,8217,Agrilia ,2014-08-06 00:00:00,0,1.99,1.48,0.23,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM248 ,736,450,492,9626,4,6,7,32,15,26,13,118,112,20,103,11,5391,Agrilia ,2014-08-06 00:00:00,0,8.02,1.3,0.36,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM249 ,729,411,495,9632,4,6,7,28,15,22,10,116,105,17,108,8,"8480/8481/
8482 ",Agrilia ,2014-08-07 00:00:00,0,10.16,1.34,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM250 ,717,380,367,9479,4,6,8,32,15,24,10,116,103,19,99,10,8485/8482 ,Agrilia ,2014-08-07 00:00:00,0,4.74,1.19,0.3,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM251 ,675,405,470,10607,4,7,7,55,16,26,12,120,103,19,103,8,8484,Agrilia ,2014-08-07 00:00:00,0,1.76,1.12,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM252 ,763,340,445,9847,4,6,8,27,15,24,10,123,110,17,103,9,8412,Agrilia ,2014-08-07 00:00:00,0,2.16,1.34,0.28,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM253 ,724,411,644,13043,5,6,8,47,16,26,9,107,126,19,108,8,8413,Agrilia ,2014-08-07 00:00:00,0,1.72,0.85,0.52,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM254 ,675,492,592,9733,4,6,8,25,17,21,8,119,108,18,106,9,8462,Agrilia ,2014-08-07 00:00:00,0,4.63,1.15,0.33,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM255 ,684,477,519,9945,4,6,7,39,15,24,12,114,113,19,110,9,8463,Agrilia ,2014-08-07 00:00:00,0,3.53,1.03,0.24,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM256 ,674,393,472,9343,4,6,8,36,16,23,11,114,100,16,102,10,8464,Agrilia ,2014-08-07 00:00:00,0,2.49,1.14,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM257 ,651,419,441,10197,4,6,6,50,16,25,10,124,105,16,100,9,8465,Agrilia ,2014-08-07 00:00:00,0,1.79,1.07,0.36,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM258 ,681,360,472,10945,5,7,9,54,18,25,12,122,104,17,100,8,8392,Agrilia ,2014-08-07 00:00:00,0,5.65,0.84,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM259 ,677,520,540,9497,4,7,8,45,16,25,11,119,100,18,107,9,8393,Agrilia ,2014-08-07 00:00:00,0,3.19,1.49,0.4,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM260 ,773,315,362,9661,4,6,8,32,17,23,9,113,101,18,102,9,8394,Agrilia ,2014-08-07 00:00:00,0,2.46,1.32,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM261 ,636,526,551,9854,4,6,8,40,15,20,11,114,106,17,112,10,8395,Agrilia ,2014-08-07 00:00:00,0,1.87,1.41,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM262 ,737,344,367,9916,4,6,7,39,16,24,12,118,99,15,106,9,8396,Agrilia ,2014-08-07 00:00:00,0,2.04,0.88,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM263 ,694,332,447,10050,5,6,8,29,15,25,9,117,94,18,104,9,8397/98 ,Agrilia ,2014-08-07 00:00:00,0,3,0.89,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM264 ,583,599,647,9589,4,6,7,35,15,24,10,116,98,18,105,9,8399,Agrilia ,2014-08-07 00:00:00,40,3.34,2.14,1.6,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM265 ,719,750,529,11886,5,6,7,36,15,22,9,106,105,18,113,8,8400,Agrilia ,2014-08-07 00:00:00,50,3.2,1.88,0.5,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM266 ,661,783,562,14132,5,7,8,64,17,26,9,106,118,18,122,8,8401,Agrilia ,2014-08-07 00:00:00,80,2.08,1.61,0.62,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM267 ,692,599,443,12762,5,6,8,52,16,22,10,113,117,18,118,8,8402,Agrilia ,2014-08-07 00:00:00,0,1.7,1.14,0.33,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM268 ,684,515,532,10473,4,6,7,33,15,23,11,113,112,19,110,9,5375,Agrilia ,2014-08-07 00:00:00,0,9.8,1.45,0.37,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM269 ,661,384,508,9775,4,6,7,45,16,26,11,132,110,16,104,10,5376,Agrilia ,2014-08-07 00:00:00,0,9.89,0.96,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM270 ,677,504,521,10482,4,7,7,52,16,24,12,117,107,20,110,10,5377,Agrilia ,2014-08-07 00:00:00,0,9.63,1.27,0.2,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM271 ,750,386,485,10416,4,6,7,32,15,25,10,124,107,18,105,9,5378,Agrilia ,2014-08-07 00:00:00,0,7.45,1.03,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM272 ,621,648,562,9807,4,6,7,47,16,27,14,119,102,19,111,11,5374 (core) ,Agrilia ,2014-08-07 00:00:00,0,8.57,2.24,1.89,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM273 ,666,396,459,10177,5,7,8,49,16,24,13,123,100,15,101,10,8403,Agrilia ,2014-08-07 00:00:00,0,1.81,0.73,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM274 ,649,591,440,11920,5,6,9,35,16,24,15,115,110,19,115,6,8404,Agrilia ,2014-08-07 00:00:00,0,2.3,2.42,0.8,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM275 ,647,490,359,12192,5,6,8,51,16,25,9,125,100,16,102,10,8541,Agrilia ,2014-08-07 00:00:00,0,6.33,0.72,0.23,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM276 ,777,252,567,9888,4,6,7,32,15,21,10,130,100,18,100,8,8542,Agrilia ,2014-08-07 00:00:00,0,5.18,0.98,0.16,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM277 ,731,433,463,10185,5,6,8,42,16,21,12,128,114,16,108,10,8543,Agrilia ,2014-08-07 00:00:00,0,5.34,0.95,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM278 ,777,291,502,9826,4,6,7,42,15,23,9,117,108,18,116,9,8544,Agrilia ,2014-08-07 00:00:00,0,4.25,1.06,0.27,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM279 ,803,355,520,10845,5,6,9,37,15,19,8,118,109,17,106,10,8545/8550 ,Agrilia ,2014-08-07 00:00:00,0,6.13,0.76,0.2,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM280 ,780,245,467,10348,5,6,8,24,15,23,10,124,104,14,104,9,8546,Agrilia ,2014-08-07 00:00:00,0,4.25,0.85,0.24,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM281 ,690,406,428,10089,4,6,7,30,15,23,11,120,100,18,103,9,8547,Agrilia ,2014-08-07 00:00:00,0,3.76,1.02,0.26,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM282 ,798,318,355,11008,5,7,8,62,17,24,9,123,105,15,100,8,8548,Agrilia ,2014-08-07 00:00:00,0,2.94,0.7,0.22,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM283 ,801,322,533,10009,5,7,8,46,16,20,9,121,103,15,102,9,8549,Agrilia ,2014-08-07 00:00:00,0,2.92,0.65,0.16,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM284 ,741,368,544,9709,4,6,8,37,15,23,9,118,98,16,107,9,8551,Agrilia ,2014-08-07 00:00:00,0,2.04,1.05,0.19,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM285 ,730,329,430,11455,5,6,9,41,17,23,11,130,110,15,107,10,8512,Agrilia ,2014-08-07 00:00:00,0,- ,- ,- ,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM286 ,656,660,582,8985,4,6,8,35,15,22,12,106,98,19,97,9,8513,Agrilia ,2014-08-07 00:00:00,0,1.63,3.48,1.42,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM287 ,654,429,484,8170,4,7,8,40,16,19,10,102,83,14,105,8,8514,Agrilia ,2014-08-07 00:00:00,0,1.62,2.1,0.47,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM288 ,590,538,548,9804,4,6,7,32,15,22,12,121,107,16,116,10,8515,Agrilia ,2014-08-07 00:00:00,0,2.37,1.16,0.63,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM289 ,777,496,607,12376,5,6,9,42,16,21,11,107,116,18,118,8,8516,Agrilia ,2014-08-07 00:00:00,0,2.87,1.33,0.75,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM290 ,651,280,350,9458,4,6,7,39,16,22,12,115,96,18,105,11,8517,Agrilia ,2014-08-07 00:00:00,30,1.89,2.06,0.38,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM291 ,759,303,599,9526,4,6,7,34,15,26,12,119,102,18,110,10,8486,Agrilia ,2014-08-07 00:00:00,0,4.6,1.31,0.3,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM292 ,800,446,483,12639,6,6,10,51,18,26,10,108,121,14,116,8,8487,Agrilia ,2014-08-07 00:00:00,0,2.58,0.77,0.26,Dhemenegaki,Dhemenegaki,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM293 ,777,343,342,10128,4,6,8,29,17,20,9,124,98,17,104,8,8488,Agrilia ,2014-08-07 00:00:00,0,1.04,1.07,0.21,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM294 ,650,447,414,10749,4,6,8,47,16,22,10,128,109,18,102,8,8489,Agrilia ,2014-08-07 00:00:00,0,1.14,1.35,0.37,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM295 ,654,406,433,8065,4,6,8,39,15,25,11,102,92,15,94,9,8490,Agrilia ,2014-08-07 00:00:00,90,2.16,3.05,0.53,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM296 ,657,516,582,11313,5,6,8,31,15,22,12,109,104,18,109,9,8491,Agrilia ,2014-08-07 00:00:00,100,2.22,1.57,0.69,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM297 ,725,519,522,11395,5,7,11,59,17,30,13,118,109,19,111,9,?.1 ,Agrilia ,2014-08-07 00:00:00,20,0.79,0.57,0.13,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM298 ,707,345,568,9999,4,6,9,33,18,21,9,122,98,17,106,9,?.2 ,Agrilia ,2014-08-07 00:00:00,0,1.26,0.47,0.15,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM299 ,674,492,532,10178,4,6,7,32,15,27,13,122,108,21,112,9,8518,Agrilia ,2014-08-07 00:00:00,0,8.33,1.09,0.33,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM300 ,581,479,528,9404,4,6,7,50,16,27,11,109,100,20,97,8,8519,Agrilia ,2014-08-07 00:00:00,0,8.04,1.37,0.47,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM301 ,697,451,582,9502,4,6,7,38,15,23,10,113,101,18,105,10,8520,Agrilia ,2014-08-07 00:00:00,0,7.76,1.19,0.3,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM302 ,743,278,535,9577,4,6,7,50,16,24,10,117,93,18,102,10,8521,Agrilia ,2014-08-07 00:00:00,0,7.34,1.28,0.3,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM303 ,662,367,522,9727,4,6,8,37,16,24,11,114,96,18,104,9,8522,Agrilia ,2014-08-07 00:00:00,0,7.43,1.07,0.29,Sta Nychia,Sta Nychia,Agrilia ,,True,Morgan 2015,2015,pXRF,1,ppm,True
