item_id,site,period,best_source,best_d2,best_p,confident,best_source_3el,best_d2_3el,best_p_3el,confident_3el,quality_flag,divergent_elements,locus,basket,Rb,Zr,Nb,2el_3el_agree
mot_50098,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5018,50098,90.0,60.0,20.0,True
mot_50104,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.558,0.2072,True,good,,5020,50104,100.0,70.0,30.0,True
mot_50109,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.707,0.0819,True,repeat_divergent,Zr,5020,50109,95.0,70.0,20.0,True
mot_50136,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5016,50136,80.0,60.0,20.0,True
mot_50168,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,8.943,0.0301,False,repeat_divergent,Zr,5025,50168,95.0,65.0,20.0,True
mot_50170,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,8.01,0.0458,False,good,,5017,50170,85.0,70.0,20.0,True
mot_50177,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5020,50177,80.0,60.0,20.0,True
mot_50185,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,10.441,0.0152,False,repeat_divergent,Zr,5015,50185,85.0,65.0,20.0,True
mot_50188,motza,EPPNB,GolluDag,8.215,0.0164,False,GolluDag,10.166,0.0172,False,repeat_divergent,Nb,5021,50188,87.14,62.86,21.43,True
mot_50200,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.558,0.2072,True,good,,5052,50200,100.0,70.0,30.0,True
mot_50206,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5019,50206,80.0,60.0,20.0,True
mot_50210,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5014,50210,80.0,60.0,20.0,True
mot_50236a,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,5027,50236a,80.0,65.0,20.0,True
mot_50236b,motza,EPPNB,GolluDag,4.511,0.1048,True,GolluDag,4.822,0.1853,True,good,,5027,50236b,95.0,75.0,20.0,True
mot_50251,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5024,50251,90.0,65.0,20.0,True
mot_50253,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5018,50253,80.0,60.0,20.0,True
mot_50263,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5028,50263,80.0,60.0,20.0,True
mot_50276BS,motza,EPPNB,EGD,3.373,0.1851,True,GolluDag,4.086,0.2523,True,repeat_divergent,"Zr,Nb",5023,50276BS,100.0,70.0,26.67,False
mot_50290,motza,EPPNB,GolluDag,9.697,0.0078,False,GolluDag,12.975,0.0047,False,good,,5027,50290,81.67,61.67,20.0,True
mot_50317a,motza,EPPNB,EGD,0.113,0.9452,True,EGD,1.456,0.6924,True,repeat_divergent,Nb,5021,50317a,95.0,75.0,25.0,True
mot_50317b,motza,EPPNB,GolluDag,3.351,0.1872,True,GolluDag,3.435,0.3293,True,good,,5021,50317b,105.0,75.0,30.0,True
mot_50321,motza,EPPNB,EGD,3.238,0.1981,True,EGD,3.468,0.3249,True,repeat_divergent,"Rb,Nb",5026,50321,90.0,65.0,25.0,True
mot_50324,motza,EPPNB,GolluDag,7.162,0.0279,False,GolluDag,8.056,0.0449,False,repeat_divergent,Zr,5027,50324,92.5,67.5,20.0,True
mot_50331,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5028,50331,90.0,60.0,20.0,True
mot_50362,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5017,50362,80.0,60.0,20.0,True
mot_50364,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5024,50364,90.0,60.0,20.0,True
mot_50365,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5031,50365,90.0,60.0,20.0,True
mot_50373,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,15.719,0.0013,False,good,,5017,50373,75.0,60.0,20.0,True
mot_50377,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,good,,5019,50377,80.0,65.0,20.0,True
mot_50386,motza,EPPNB,GolluDag,26.126,0.0,False,GolluDag,39.686,0.0,False,good,,5033,50386,120.0,155.0,30.0,True
mot_50388,motza,EPPNB,GolluDag,3.351,0.1872,True,GolluDag,3.352,0.3405,True,good,,5034,50388,100.0,75.0,30.0,True
mot_50399,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5031,50399,80.0,60.0,20.0,True
mot_50421,motza,EPPNB,GolluDag,6.754,0.0341,False,GolluDag,8.025,0.0455,False,repeat_divergent,"Rb,Nb",5037,50421,90.0,65.0,22.5,True
mot_50424,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5033,50424,90.0,65.0,20.0,True
mot_50432,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.707,0.0819,True,good,,5030,50432,95.0,70.0,20.0,True
mot_50438,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,8.01,0.0458,False,good,,5040,50438,85.0,70.0,20.0,True
mot_50450,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,15.719,0.0013,False,good,,5041,50450,75.0,60.0,20.0,True
mot_50468,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5037,50468,90.0,60.0,20.0,True
mot_50468a,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5046,50468a,80.0,60.0,20.0,True
mot_50468b,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5046,50468b,90.0,65.0,20.0,True
mot_50476,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,5038,50476,85.0,60.0,20.0,True
mot_50481,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.707,0.0819,True,good,,5040,50481,95.0,70.0,20.0,True
mot_50497,motza,EPPNB,GolluDag,0.789,0.6739,True,GolluDag,0.819,0.845,True,repeat_divergent,Nb,5047,50497,100.0,85.0,25.0,True
mot_50504,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,7.258,0.0641,True,good,,5046,50504,90.0,70.0,20.0,True
mot_50512,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5049,50512,90.0,65.0,20.0,True
mot_50519,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,7.258,0.0641,True,good,,5054,50519,90.0,70.0,20.0,True
mot_50521a,motza,EPPNB,GolluDag,2.601,0.2725,True,GolluDag,2.716,0.4375,True,repeat_divergent,Nb,5053,50521a,106.0,76.0,28.0,True
mot_50521b,motza,EPPNB,GolluDag,3.359,0.1864,True,GolluDag,3.384,0.3361,True,repeat_divergent,Nb,5053,50521b,100.0,72.5,27.5,True
mot_50542,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,8.964,0.0298,False,good,,5053,50542,80.0,70.0,20.0,True
mot_50544,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,5022,50544,80.0,65.0,20.0,True
mot_50546,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5048,50546,90.0,65.0,20.0,True
mot_50565,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,5048,50565,80.0,65.0,20.0,True
mot_50565a,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.707,0.0819,True,good,,5048,50565a,95.0,70.0,20.0,True
mot_50565b,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5048,50565b,90.0,65.0,20.0,True
mot_50593,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.991,0.0186,False,good,,5053,50593,87.5,65.0,20.0,True
mot_50597a,motza,EPPNB,GolluDag,7.497,0.0235,False,GolluDag,9.907,0.0194,False,repeat_divergent,Zr,5047,50597a,83.33,66.67,20.0,True
mot_50597b,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,5047,50597b,85.0,60.0,20.0,True
mot_50600,motza,EPPNB,GolluDag,4.887,0.0868,True,GolluDag,6.171,0.1036,True,repeat_divergent,"Rb,Zr,Nb",5052,50600,87.5,70.0,22.5,True
mot_50600a,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5052,50600a,90.0,65.0,20.0,True
mot_50600b,motza,EPPNB,GolluDag,4.511,0.1048,True,GolluDag,5.277,0.1526,True,repeat_divergent,Rb,5052,50600b,90.0,75.0,20.0,True
mot_50604,motza,EPPNB,EGD,0.989,0.61,True,EGD,2.452,0.4841,True,repeat_divergent,Nb,5059,50604,95.0,70.0,25.0,True
mot_50604a,motza,EPPNB,GolluDag,4.511,0.1048,True,GolluDag,5.277,0.1526,True,beam_minimal,,5059,50604a,90.0,75.0,20.0,True
mot_50604b,motza,EPPNB,GolluDag,3.351,0.1872,True,GolluDag,3.352,0.3405,True,good,,5059,50604b,100.0,75.0,30.0,True
mot_50604c,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5059,50604c,90.0,65.0,20.0,True
mot_50606,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5045,50606,80.0,60.0,20.0,True
mot_50632a,motza,EPPNB,GolluDag,3.351,0.1872,True,GolluDag,3.719,0.2935,True,good,,5052,50632a,110.0,75.0,30.0,True
mot_50632b,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5052,50632b,90.0,60.0,20.0,True
mot_50643a,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,10.441,0.0152,False,repeat_divergent,Zr,5063,50643a,85.0,65.0,20.0,True
mot_50643b,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5063,50643b,80.0,60.0,20.0,True
mot_50646,motza,EPPNB,GolluDag,3.808,0.149,True,GolluDag,5.055,0.1678,True,repeat_divergent,"Rb,Zr,Nb",5066,50646,86.0,74.0,22.0,True
mot_50655,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,5064,50655,85.0,60.0,20.0,True
mot_50658a,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5062,50658a,80.0,60.0,20.0,True
mot_50658b,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5062,50658b,80.0,60.0,20.0,True
mot_50662,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,good,,5052,50662,90.0,65.0,20.0,True
mot_50662a,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.357,0.0955,True,good,,5052,50662a,100.0,70.0,20.0,True
mot_50662b,motza,EPPNB,GolluDag,32.993,0.0,False,GolluDag,48.491,0.0,False,repeat_divergent,Zr,5052,50662b,120.0,163.33,30.0,True
mot_50662c,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.558,0.2072,True,good,,5052,50662c,100.0,70.0,30.0,True
mot_50664BS,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.558,0.2072,True,good,,5065,50664BS,100.0,70.0,30.0,True
mot_50667,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5052,50667,90.0,60.0,20.0,True
mot_50670BS,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5065,50670BS,80.0,60.0,20.0,True
mot_50680,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,5064,50680,85.0,60.0,20.0,True
mot_50681,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5059,50681,90.0,60.0,20.0,True
mot_50706,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,5066,50706,90.0,60.0,20.0,True
mot_50712,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,5063,50712,90.0,65.0,20.0,True
mot_50721,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.731,0.1926,True,good,,5064,50721,110.0,70.0,30.0,True
mot_50721a,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,5064,50721a,80.0,60.0,20.0,True
mot_50721b,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,good,,5064,50721b,80.0,65.0,20.0,True
mot_50722,motza,EPPNB,GolluDag,5.764,0.056,True,EGD,6.194,0.1025,True,repeat_divergent,"Rb,Nb",5066,50722,88.33,66.67,23.33,False
mot_50728,motza,EPPNB,EGD,6.862,0.0324,False,EGD,7.046,0.0705,True,repeat_divergent,"Rb,Nb",5062,50728,90.0,60.0,25.0,True
mot_50750,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,5065,50750,85.0,60.0,20.0,True
mot_50754,motza,EPPNB,EGD,3.238,0.1981,True,EGD,3.468,0.3249,True,repeat_divergent,"Rb,Zr,Nb",5069,50754,90.0,65.0,25.0,True
mot_50778,motza,EPPNB,EGD,0.611,0.7369,True,GolluDag,1.611,0.6569,True,repeat_divergent,"Zr,Nb",5068,50778,100.0,80.0,25.0,False
mot_A1,motza,EPPNB,GolluDag,4.525,0.1041,True,GolluDag,5.708,0.1267,True,good,,A1,A1,120.0,70.0,30.0,True
mot_A2a,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,7.258,0.0641,True,single,,A2a,A2a,90.0,70.0,20.0,True
mot_A2b,motza,EPPNB,EGD,3.238,0.1981,True,GolluDag,5.923,0.1154,True,repeat_divergent,"Zr,Nb",A2b,A2b,105.0,65.0,25.0,False
mot_A2c,motza,EPPNB,GolluDag,0.789,0.6739,True,GolluDag,0.811,0.8469,True,beam_minimal+repeat_divergent,"Rb,Zr,Nb",A2c,A2c,95.0,85.0,25.0,True
mot_A2d,motza,EPPNB,EGD,3.238,0.1981,True,EGD,4.826,0.185,True,repeat_divergent,"Zr,Nb",A2d,A2d,95.0,65.0,25.0,True
mot_A2e,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,A2e,A2e,90.0,60.0,20.0,True
mot_blade1a,motza,EPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,blade1,blade1a,80.0,60.0,20.0,True
mot_blade1b,motza,EPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,blade1,blade1b,80.0,65.0,20.0,True
mot_blade2,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,7.258,0.0641,True,good,,blade2,blade2,90.0,70.0,20.0,True
mot_blade3,motza,EPPNB,GolluDag,6.202,0.045,False,GolluDag,6.707,0.0819,True,good,,blade3,blade3,95.0,70.0,20.0,True
yif_,yiftahel,MPPNB,Group3d,0.719,0.698,True,GolluDag,83.826,0.0,False,repeat_divergent,"Rb,Zr,Nb",Modern,,82.5,205.0,27.5,False
yif_10634,yiftahel,MPPNB,GolluDag,0.274,0.872,True,GolluDag,0.274,0.9649,True,repeat_divergent,"Zr,Nb",1215,10634,95.0,90.0,25.0,True
yif_10671,yiftahel,MPPNB,BingolA,12.589,0.0018,False,BingolA,15.328,0.0016,False,repeat_divergent,Nb,1233,10671,100.0,1005.0,65.0,True
yif_20846,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,2192,20846,85.0,60.0,20.0,True
yif_20895,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.277,0.0065,False,good,,2219,20895,90.0,60.0,20.0,True
yif_20917,yiftahel,MPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,2207,20917,80.0,65.0,20.0,True
yif_25418,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,2614,25418,85.0,60.0,20.0,True
yif_25464,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,2631,25464,85.0,60.0,20.0,True
yif_25614,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,2663,25614,80.0,60.0,20.0,True
yif_30013,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,3004,30013,85.0,60.0,20.0,True
yif_30030/H,yiftahel,MPPNB,GolluDag,8.933,0.0115,False,GolluDag,12.414,0.0061,False,good,,3011,30030/H,80.0,63.33,20.0,True
yif_30072,yiftahel,MPPNB,EGD,0.989,0.61,True,GolluDag,4.252,0.2355,True,repeat_divergent,Nb,3006,30072,100.0,70.0,25.0,False
yif_30088,yiftahel,MPPNB,GolluDag,6.202,0.045,False,GolluDag,7.258,0.0641,True,repeat_divergent,Zr,3006,30088,90.0,70.0,20.0,True
yif_30131,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,11.532,0.0092,False,good,,3035,30131,95.0,60.0,20.0,True
yif_30195,yiftahel,MPPNB,GolluDag,8.198,0.0166,False,GolluDag,11.491,0.0093,False,repeat_divergent,Zr,3024,30195,80.0,65.0,20.0,True
yif_30259,yiftahel,MPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,3064,30259,90.0,65.0,20.0,True
yif_30288,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,13.223,0.0042,False,good,,3041,30288,85.0,60.0,20.0,True
yif_40096,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,14.37,0.0024,False,good,,4029,40096,80.0,60.0,20.0,True
yif_40198,yiftahel,MPPNB,GolluDag,8.198,0.0166,False,GolluDag,9.591,0.0224,False,repeat_divergent,Zr,4060,40198,90.0,65.0,20.0,True
yif_50155,yiftahel,MPPNB,GolluDag,10.5,0.0052,False,GolluDag,12.885,0.0049,False,good,,5076,50155,86.67,60.0,20.0,True
yif_50420,yiftahel,MPPNB,GolluDag,3.126,0.2096,True,GolluDag,3.133,0.3715,True,good,,5237,50420,100.0,80.0,20.0,True
yif_55024,yiftahel,MPPNB,GolluDag,4.525,0.1041,True,GolluDag,4.558,0.2072,True,good,,5520,55024,100.0,70.0,30.0,True
yif_55138,yiftahel,MPPNB,GolluDag,7.497,0.0235,False,GolluDag,8.773,0.0325,False,repeat_divergent,Zr,5542,55138,90.0,66.67,20.0,True
